,"Taxation statistics 2012–13 Individuals: Selected items, by state/territory and postcode, 2012–13 income year",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139
430,NSW,2558,6130,2375,6110,293984348,5255,51269911,4775,4018398.8,60,53997.34,4945,52835324,175,543950,5575,281293606,1420,3616080,120,1365743,115,1579957,440,2160485,245,2021944,50,809223,40,750672,2750,2331049,250,37279,1060,1336389,1055,572466,6115,308848948,1855,5120083,725,1126984,4090,1225504,355,538711,4115,4350879,125,55668,130,70036,30,90586,2495,719297,3510,671260,5370,14440990,60,134961,310,5296613,490,2634207,0,-11008,290,3055878,120,270128.98,50,988586,0,16543,45,279685,120,979593,145,2038094,195,2650557,115,170573,95,34321,90,18316.38,645,8766560,620,7180760,315,712178,660,4365171,105,578378,555,-4069927,660,-3491549,195,305939,40,304946,20,194292,190,271701,10,10104,295,161897.13,3785,1164563.28,445,188236.12,170,505127.91,9,64461,351,20333760,360,20354884,355,13252648,10,-4754,358,6973712,365,6968958
431,NSW,2559,850,105,850,32802778,695,4684762.09,545,388255.25,0,5712.29,625,4734991.8,10,23880.33,780,30215403,180,284893,10,65058,15,39691,195,1229541,80,850372,0,4165,0,84071,205,238528,10,8048,50,90828,50,38911,850,34297349,155,408529,65,122744,590,197840,30,40718,505,446992,0,2455,10,2265,0,2842,320,159458,460,84642,715,1494021,0,5096,15,262878,25,160944,0,9928,15,225139,10,3205.62,10,219022,0,516,0,28643,0,79814,10,138529,10,254847,15,33948,10,17732,0,4216.24,25,731807,20,412811,10,38397,25,352023,10,122692,15,-194116,25,-71424,45,34704,0,2148,0,4785,20,17894,0,1173,20,9318,560,192435.35,45,20320,10,4672.97,1,8823,25,1656139,25,1664962,25,1247795,2,-3704,26,412179,30,408475
432,NSW,2560,37860,14870,37715,1817356938,31810,325067271,28125,24462177,405,430427.71,29485,333307299,1125,3605491.53,33295,1679604893,8390,21891825,765,10144770,750,8987549,3050,16133576,2210,20296716,320,4493791,350,7729262,16835,21218000,1660,594311,7075,17823407,7040,7604253,37745,1903609167,10415,27253732,4090,6212546,23700,7103987,2220,3531597,24050,25193699,835,294057,835,945139,265,872531,15500,5015783,21185,4359508,32320,85011360,415,998836.37,2145,35663277,3070,18419274,55,-615554,2385,32270430,925,1190285.29,310,4703367,15,201925,260,1854470,810,10087799,1060,23880717,1445,26286860,915,1641040,715,404390,675,162436.46,4230,66578127,3760,46582636,2045,5535036,4240,32137326,1130,7769379,3140,-25446250,4270,-17676871,1270,1670667,205,637280,170,2020639,1305,2126547,65,43240.45,1675,945644.4,22355,6972609,3080,1311124.04,1080,3086614.97,60,1030504,2139,161676999,2195,162564613,2155,118988686,77,-244597,2157,43349317,2230,43102592
433,NSW,2563,155,75,155,7139948,120,1330478.95,95,90550.49,0,3337.5,100,1359697.78,0,7144.36,125,5527902,35,112558,0,0,0,47264,15,63886,20,182899,0,28423,0,105350,90,165982,0,236,35,490708,35,210304,155,7414434,35,90305,10,14874,80,24716,10,8660,80,77771,0,119,0,120,0,0,50,15131,80,21446,115,269670,0,2763.95,10,194278,10,76911,0,0,15,85827,0,889.66,0,19685,0,0,0,187,0,220628,0,260057,0,359839,0,390,0,390,0,17.05,20,418878,15,247496,0,62261,20,185608,0,33714,15,-110201,20,-76487,0,395,0,15535,0,1200,0,15328,0,0,10,5981.2,75,24578.9,10,3996.6,0,2732.74,0,0,14,1199459,15,1199459,15,1014930,0,0,14,183907,15,183907
434,NSW,2564,6290,1835,6260,273991489,5150,44928862,4440,3572874.03,40,50088.75,4750,45923907,135,462676.37,5535,256742003,1310,3166867,130,1531985,120,1337312,680,3577959,325,3119185,40,287299,60,1480885,2590,2990661,225,43225,935,1122473,925,479731,6265,286840420,1500,3867014,555,1034756,3945,1185487,390,625004,3825,3542290,80,28417,115,78392,25,76257,2360,819273,3580,635379,5230,12358415,60,108085.5,295,5262414,385,1873036,0,3568,250,2575672,95,50850.78,50,782438,0,2590,35,230591,90,534094,115,1161006,190,3017014,95,276606,75,63911,75,11252.92,545,9750464,480,5883778,275,742795,550,4732282,170,1209920,385,-2818311,555,-1608391,180,334084,40,159289,15,150089,185,309153,0,2537,220,115993.32,3895,1234353,540,228309.98,170,422069.45,9,239224,410,23807673,415,24046897,410,17612094,10,46834,413,6303806,420,6350640
435,NSW,2565,9695,4130,9645,486613000,8005,92915249,7100,6595173,115,117663.84,7445,95517372,290,965989.75,8245,422908431,2020,7488541,190,2813246,185,2078460,665,3361533,455,4232543,90,1350040,100,2155273,4845,8682788,495,236762,2100,10908903,2090,4652899,9650,508763241,2350,6696955,925,1278242,5360,1578322,505,901087,5805,5671879,225,72446,275,743877,95,298174,3710,1506468,5300,1370091,8085,21943518,115,247322.79,480,8121975,825,5792888,15,-9339,730,14500309,285,941328.09,100,1964564,10,181103,60,319487,255,5884960,340,14014584,490,8901080,290,545534,250,280238,225,51451.55,1330,26367088,1125,15376821,595,1822003,1340,11505258,500,4874902,850,-7211896,1350,-2336994,395,784971,60,138215,70,1141645,355,679586,10,6283,445,247624.66,5500,1704436.62,765,328058,260,839631.9,17,333628,591,61337509,605,61573587,590,47552072,20,42550,604,13731165,620,13718674
436,NSW,2566,13300,4965,13240,626606696,11205,109510349,9960,8448140,130,151755.63,10415,112055024,385,1194345,11835,585237322,2895,7295476,280,3973088,245,2565153,1050,5572737,535,5317256,80,1080085,120,2703493,5950,6492629,550,153060,2380,3582751,2375,1534615,13255,656608152,3570,9457050,1365,2259557,8530,2638946,740,1172312,8505,8636766,295,128502,350,446769,65,157645,5560,1695323,7715,1483906,11425,29532407,105,237887.5,645,11148200,1050,5759517,15,-119812,705,10203870,275,492897.94,125,2046061,0,55486,80,600111,260,2090745,315,5529204,465,8142879,260,465278,235,256761,200,95729.2,1430,21418291,1290,15733070,700,1740050,1435,9928902,365,2392822,1075,-8376553,1435,-5983731,520,666179,85,275388,50,693315,450,750536,15,10544,605,341120.27,8090,2508868,1050,448972.49,365,1535365.39,21,368108,844,66465631,860,66811334,840,50262612,27,105224,856,16208203,875,16313427
437,NSW,2567,20250,10945,20185,1129842974,17315,226245021,15980,15781950,285,320138.2,16400,233774670,590,1858282.97,18145,1051748146,4640,16770420,420,6324755,410,6241471,905,4234066,705,6294627,170,3037259,125,3064148,10075,10583636,860,401969,4095,12427949,4075,5323787,20215,1186855400,7075,20662429,2710,4040615,12950,3793852,1160,2015645,13685,16608259,485,186469,445,482112,140,476117,8715,2411479,11540,2798728,17730,56029128,185,551475,1405,21733518,1805,10292644,15,86276,1465,29303159,535,1846774.2,120,2248634,0,17649,160,1103012,480,5027356,610,11533642,960,17136967,450,1782441,385,398683,340,413450.1,2505,37897017,2360,28618296,1415,3873336,2530,17770055,525,3479352,2025,-15844022,2550,-12364670,790,1271965,160,427326,85,830829,910,1642762,25,17147,1280,774993.13,10580,3203709.95,1070,448605.67,575,2200589.11,34,455207,1282,90920890,1315,91373165,1310,65883484,41,-23294,1309,25250446,1350,25251331
438,NSW,2568,665,415,660,36722788,550,7600376,490,509955.26,10,8442.6,505,7822616,15,65396.9,515,29051419,110,466350,10,155028,10,200892,20,73814,40,273269,0,117247,15,241396,410,1119968,50,36002,225,2397421,225,1027888,660,38478519,185,587319,75,123432,335,89269,35,59878,365,402233,15,9461,20,14356,10,48664,275,114252,365,128318,560,1741165,10,26853.67,30,472706,65,652003,10,-238129,105,2506890,45,325335.36,0,19684,0,45362,10,86474,35,265351,45,793394,50,1092860,45,90670,40,37618,35,3863.21,105,2145596,85,1320228,55,198946,110,959453,50,316885,60,-649916,110,-333031,35,32640,10,8519,0,89188,30,72822,0,4308,50,30283.78,320,105643.62,45,18395.38,10,40680,10,489231,52,3735544,60,4224775,55,3417721,11,-295634,51,1036798,60,741164
439,NSW,2569,825,470,820,46108947,700,9434248,635,634849.86,10,11193.62,650,9519124,20,84399.93,705,39327581,195,652338,10,262803,15,327400,35,187664,30,331235,15,302264,10,216269,460,826244,75,19739,240,1502613,240,643133,825,48307604,245,697028,80,112982,480,130474,45,92182,510,582666,10,3133,20,34066,10,54507,365,108010,435,120829,700,2153045,10,47382.31,50,726849,85,584877,10,-94039,100,1494845,35,93887.98,0,60608,0,1929,10,55558,25,327772,35,1680931,60,1259185,30,20915,25,6635,25,1430.04,135,2695216,125,1670383,65,166383,140,1223338,55,407232,90,-772120,145,-364888,55,151927,0,2178,10,65731,45,151437,0,1173,50,27809.56,450,141508,90,36379.74,25,253678.13,8,659913,66,5438093,75,6098006,70,4662174,9,115413,67,1280182,75,1395595
440,NSW,2570,18450,11225,18350,1043773758,15340,219836079,13940,14560273,225,254244.29,14310,226224297,555,1888370.88,15275,886833767,3940,14794574,295,5482131,295,5216640,735,3549297,815,7268702,205,3919493,160,3501338,10605,19363072,1290,844256,5080,32617545,5060,13976762,18390,1096043197,5885,16612790,2040,3422412,10285,2989093,970,1724072,11165,13461494,365,141197,455,1065642,205,1089286,7520,2404793,9805,2913887,15540,50811183,235,709427.4,1230,18510704,1890,14366826,265,-1768970,2315,53267006,835,3817267.48,115,2315646,35,1750769,160,1655936,635,8832256,855,19339081,1210,33041565,780,2260699,675,729701,625,371128.1,2850,51552327,2370,31118741,1380,3944648,2850,22270336,960,9908287,1930,-15689685,2885,-5781398,995,1675179,190,486489,200,2610792,915,2308826,40,22841.28,1170,740676.71,9185,2856391.61,1400,592143.4,445,1929620.99,97,5119376,1337,109622145,1425,114741521,1405,84820612,121,-2940493,1359,30460251,1470,27519758
441,NSW,2571,6020,3420,5985,335029773,5060,69113143,4585,4673670,75,89393.51,4700,71212620,135,430127.52,4995,290895892,1430,4642038,125,1998814,110,1546531,280,1313013,250,2275331,70,1507676,35,1016828,3245,5459967,400,117020,1540,8029785,1535,3437592,6000,352166993,1920,5467274,660,1331753,3605,1072860,360,709029,3745,4321228,85,28391,180,209506,65,325066,2570,602565,3370,881210,5080,16468250,75,265672,425,6730569,605,4096585,75,91168,750,15767682,245,1024742.71,35,1166666,20,334362,55,436662,205,3050738,260,8603290,380,9444985,230,675669,190,149893,175,92260.71,955,16055425,810,10249264,505,1318292,965,7381084,330,2645568,645,-5538783,975,-2893215,315,408528,60,188667,65,904687,285,579757,15,12074,320,199406.35,3095,974112.62,420,172871.01,165,550746,44,1187299,460,40869096,495,42056395,495,33052991,51,-877051,463,9475768,505,8598717
442,NSW,2572,2250,1115,2240,117719361,1880,23013415,1685,1624934.41,40,52549.44,1730,23759651,55,190447.8,1845,103051273,570,1684819,45,632234,50,470942,130,584739,115,1104010,20,411988,15,341526,1175,2166363,130,106119,530,1743404,530,746974,2240,123954769,755,2017455,230,536979,1405,461561,115,251207,1400,1660694,30,11266,75,66641,25,91520,1000,210067,1305,357377,1905,6127135,25,76935.37,140,2196365,215,1325970,40,694752,250,4893531,90,653063,10,75340,0,67694,20,335012,55,575476,85,1699372,120,2656234,75,220467,70,94659,60,3562.69,295,5261259,235,2916993,120,380366,295,2145837,120,1107263,180,-1289200,300,-181937,125,869217,20,57161,25,305713,100,156075,10,6786,115,66454.47,1215,393153.33,165,70995.28,60,108166.19,26,3256336,172,11338128,195,14594464,195,11182181,28,-61478,176,3061701,200,3000223
443,NSW,2573,2475,975,2460,117421681,2010,21300048,1785,1577687.78,35,42044.74,1850,21819241,55,181656.15,2065,105899002,620,1693713,50,618497,45,538346,175,999447,155,1388604,15,189850,20,310395,1265,1581270,125,25375,520,1502492,520,641695,2465,123731030,770,2132813,260,650342,1580,551021,140,268935,1525,1733652,35,7420,60,31351,20,17931,1000,199496,1440,320299,2045,6211418,15,28497.27,150,2258864,185,1118043,10,222673,210,3519692,60,67727.92,10,111777,0,43939,15,66471,45,535850,65,1159113,105,1729870,70,177556,50,24051,50,8060.16,255,3819578,210,2471027,85,281718,255,1795789,85,633377,170,-1362333,255,-728956,115,92416,20,70152,15,206828,60,86520,0,3591,115,63958.19,1395,440573.39,150,64835.48,70,273528.77,14,596947,176,11226961,185,11823908,185,8275445,15,75371,177,3451606,190,3526977
444,NSW,2574,3035,1440,3020,150029065,2490,28144564,2240,2052416.01,45,48617.64,2305,28875868,50,129375.43,2505,134553888,750,2001140,45,776139,70,776216,170,784216,145,1373998,25,508950,25,576335,1620,2217759,175,111559,675,1627917,675,697677,3020,157603572,985,2727173,315,669746,1960,593553,155,270067,1880,2069779,55,25443,75,116992,20,36777,1255,265849,1665,409482,2545,7532618,35,94267.99,185,2781975,255,1632579,45,415227,265,4833130,80,94558.88,15,244955,0,56837,30,242465,80,1570707,100,5787670,145,2805630,85,194278,70,77507,60,41054.79,390,5728338,340,4003088,180,465811,385,2475315,130,797908,265,-2005327,395,-1207419,140,147028,20,39182,20,146599,110,196210,10,8025,160,80261.28,1650,516481.51,215,90550.32,85,296128.06,23,1315499,235,14208004,255,15523503,255,11155710,23,432860,235,3813723,255,4246583
445,NSW,2575,8090,4275,8025,413400402,6360,85962518,5505,5572641,75,99289.92,5745,87576152,155,555250.73,6100,308770593,1785,7250550,125,1372128,110,3366515,500,2540373,535,5078083,85,1647342,105,2388164,4530,10018025,690,572187,2280,19101970,2275,8186800,8060,435307264,2065,4841082,750,1780971,4075,1139194,390,698796,3900,4097601,95,28372,215,540502,130,472662,2700,1494316,4245,1503424,6605,19085095,115,360633.39,390,6655663,615,4517702,165,-2624574,1255,30675858,360,2598804,55,826147,25,875992,125,1724310,280,4983914,440,13618672,640,58813894,400,2121128,325,611917,300,353017.18,1105,22182673,845,12384272,470,1303775,1095,9765543,430,4588400,680,-5859317,1110,-1270917,565,634844,105,374562,120,1501342,355,877370,20,12737,450,247862.8,4270,1389228.13,715,315706.64,155,602814.34,49,2385259,806,69577544,845,71976553,840,51723020,63,-1961910,825,20728932,870,18778267
446,NSW,2576,8005,5620,7925,476949789,5960,115528508,4935,6136346,75,105522.68,5220,116386051,120,411387.7,4800,274554525,1335,7305305,85,2215349,65,2244587,355,1871661,770,6852792,105,2611799,240,7236933,5355,26395205,1155,5542581,3365,49301700,3360,21110393,7970,502099955,1315,3599114,585,1674510,2400,641314,235,416198,2795,3612078,135,64154,345,2092087,325,1342347,2815,2604568,3920,2951468,6140,23477284,215,891490.12,430,7332248,730,6706582,105,-524980,1825,39582845,735,4572104.59,45,867654,25,756951,115,2744917,610,11998696,985,38276973,1165,54111694,905,7450886,755,4325301,655,573982.51,1400,29865840,970,14074084,560,1580358,1405,13515138,715,8148841,705,-7452581,1425,696260,705,2967016,180,1464443,185,3133989,390,1233232,15,7697,545,478648.28,3390,1119155.3,795,330492.56,130,905989.18,64,2175430,787,78879441,840,81104506,825,55930370,81,-1750289,811,24954520,880,23242009
447,NSW,2577,8140,4600,8065,401459034,6275,83366714,5330,5351205,90,97989.72,5565,84438327,140,469087.57,5740,289704411,1605,6416404,105,1530173,105,1729938,465,2523629,610,5729739,85,1505961,120,4004828,4900,15200179,830,953671,2565,21713353,2560,9299863,8120,423649562,1795,4240564,625,1188379,3665,981731,350,645238,3490,3812187,120,49902,250,848797,150,1056816,2605,1700154,4105,2100170,6410,20126116,130,442904.34,365,6790838,645,5198418,330,-4585293,1365,30538441,430,3274064.15,45,899858,65,1934803,125,1314349,420,7633414,595,22819975,720,49895512,500,2113223,415,1038427,390,98978.53,1250,22150693,890,11157380,455,1072876,1250,9507676,575,5848225,690,-5435464,1265,412761,570,652285,130,440733,170,2478480,355,961884,15,12571,395,271163.37,4165,1353904.67,750,318003,170,917951.31,154,6561928,908,75701463,1035,82251990,1045,65417186,172,-4511928,939,20393169,1080,15881241
448,NSW,2578,1505,920,1490,63266589,1065,11603341,860,798045.5,10,17042.68,895,11503231,25,88791.16,905,42010900,280,999645,10,218311,15,145378,85,499392,185,1790132,30,413825,45,1031086,995,3060305,190,122735,580,4157753,580,1780293,1500,66589491,275,581767,90,256029,495,128715,60,122283,545,551895,15,6042,40,30299,40,122726,485,377617,685,266151,1105,3177087,40,108169.94,75,1447018,110,828414,20,-168019,285,4136719,95,281256.11,15,272561,10,94338,35,197695,100,1282971,150,2688944,155,4150055,160,958186,125,153468,100,128454.47,210,4379679,135,1669936,70,178337,210,1747052,115,1461636,95,-677282,215,784354,100,94915,15,42258,30,614766,55,95164,0,1014,85,80471,685,223119.69,165,71854.02,25,76327.47,9,400908,187,9214581,190,9615489,180,7005558,12,-421609,191,2829142,200,2407533
449,NSW,2579,2085,1125,2060,96660214,1595,18894295,1355,1278962.5,25,30624.52,1410,18809089,30,102118.7,1465,72012950,400,1455411,30,504033,25,388521,125,641006,150,1362689,35,645675,40,1353933,1235,4002142,220,410588,620,3893179,620,1667151,2080,101987618,440,1088570,145,325531,955,254403,90,142519,880,927168,35,8510,70,129230,40,125746,675,320468,1050,473507,1655,4683975,50,156703.01,100,1606820,140,1022310,110,-1236793,355,6986079,100,286278,15,417845,20,671799,30,313729,100,1213369,140,4827347,185,3626028,120,315071,100,120142,90,28252.53,265,4371627,185,1919376,100,249766,265,1831096,130,1306597,140,-935208,270,371389,145,159459,25,94080,40,637928,95,239936,0,1511,115,97261.21,1065,354284.26,230,99653.92,40,337301.81,55,2362855,220,16693658,270,19056513,270,16009640,65,-798157,225,3452593,280,2654436
450,NSW,2580,14775,7080,14705,699933762,11910,131518762,10365,9400968,220,276841.01,10830,133702033,310,954768.32,11880,581660691,3400,7799588,240,2891554,170,1516566,1085,5730453,990,9506620,205,3800766,245,5507758,8540,16810401,1175,563890,3980,20162138,3965,8638071,14750,732212609,3705,8282150,1185,2110132,8705,2474294,755,1400755,8060,7763255,205,75879,420,457936,210,549841,5990,1591254,7970,2152884,12355,31022824,250,683220.44,745,12916972,1315,8925219,775,-3609879,2110,35397537,750,2492889,50,1052835,120,2537194,200,1370504,530,4707169,825,14204062,1225,19972658,705,1580949,640,350576,595,188532.07,1915,30927036,1470,15732778,715,1563854,1905,14104773,805,6766908,1125,-7241277,1930,-474369,790,753848,135,184162,195,2852316,675,1263456,45,29747.83,780,468891.2,7990,2541294.17,1300,551715.27,315,1479702.93,274,11516073,1063,113012226,1300,124500800,1300,105009091,299,-4621487,1094,22329441,1345,17707954
451,NSW,2581,1190,720,1170,55740575,940,10525439,810,736434.27,20,17522.96,850,10340089,35,133707,875,44200032,230,788789,20,454764,15,152974,50,231267,75,758842,30,396126,60,1805521,740,1713681,145,89106,395,1331187,395,569979,1185,58607076,235,636506,85,145602,460,120533,35,62647,510,532041,30,68218,30,100700,10,4641,375,120004,505,192534,925,2418964,45,138566.85,50,784792,110,674767,245,-259912,275,3340855,65,177689.81,10,139109,10,194005,20,439758,50,256371,70,2082166,120,2089899,65,233933,60,6904,55,18819,185,2637394,150,1636684,70,152154,180,1187397,75,494927,115,-833768,190,-338841,110,93294,10,39850,25,321193,65,107192,0,3642,55,30662,595,191447.96,120,53804.57,30,357209.41,62,4441447,87,6946606,140,11388053,135,10131794,67,-840890,90,1553133,145,712243
452,NSW,2582,7110,4540,7050,400112353,5840,85778640,5195,5511522,125,142596.01,5395,86914571,190,648471.39,5570,327853283,1285,4866687,100,1749328,90,1398130,245,1185683,360,3089713,150,1367323,450,13875048,4365,8013571,685,361378,2185,9844057,2180,4210403,7080,417166453,1560,3663567,500,841102,2855,667468,280,451102,3390,3446193,250,127659,280,185674,170,232115,2820,1055956,3055,1306902,5810,15452643,325,905105.93,385,6454390,775,5822573,610,-7175616,1180,30060955,415,2310731.56,30,577966,85,2385458,110,1052384,310,3447327,435,12852078,595,11377257,400,1063087,365,352996,320,108177.59,1185,19691689,960,11442424,605,1452652,1170,9372619,440,3731562,750,-6307568,1190,-2576006,480,441897,100,417026,145,2483612,415,951090,15,8071,455,322391,3310,1019370.41,580,233165.69,170,1219861,156,7629173,543,38442806,670,46109242,670,38957746,179,-4890909,559,10009913,705,5134662
453,NSW,2583,2425,1330,2395,90191375,1755,15538053,1425,1167399,35,51281.19,1510,15358995,30,83774.16,1620,67674239,620,1828327,35,635219,25,68495,165,992542,210,2152775,20,464326,35,857370,1570,3910574,345,209659,905,2762051,905,1183774,2420,96624121,500,1504388,180,309382,1140,331473,100,178510,1000,1302162,55,25303,65,97207,40,239972,840,222075,1035,272330,1775,5623217,30,91913.21,65,943479,195,1268519,620,1286092,570,6769555,135,224466.88,0,153860,45,1704023,40,549665,100,624226,150,2876017,270,3843474,125,370707,110,79529,100,40259.22,270,3628526,180,1644030,80,164919,270,1662966,140,1058739,135,-902128,275,156611,180,92604,30,186004,60,834804,130,285042,10,10222,110,64835.47,1275,437856.41,285,126207.58,35,154384.38,148,8187040,153,14125043,280,22312083,290,19644124,155,-1836909,162,2866888,295,1029979
454,NSW,2584,295,165,295,12580068,235,2212544,180,159328,0,3512.13,200,2202269,0,17017.41,200,9234963,55,113612,0,3696,0,1538,15,100297,30,259713,0,12389,10,263281,190,404843,40,42800,100,564714,100,241984,295,13460946,55,119900,15,49532,125,30807,10,7456,110,121705,0,746,15,8381,10,28059,90,27355,125,62824,230,642294,0,13580.6,10,204913,25,146928,55,139430,70,800703,20,125387.74,0,12089,0,50454,0,59801,20,143319,20,397258,30,399345,20,20705,20,4277,20,614.88,40,619750,30,346488,20,16606,40,303049,20,165008,20,-211401,40,-46393,30,10486,0,92105,0,136324,20,49205,0,6506,15,8200.24,165,54894.77,40,16750,0,16385,20,1542040,30,1766304,45,3308344,50,2385825,23,248905,32,558398,50,805420
455,NSW,2585,160,105,155,6721974,115,1250942.49,100,87848.87,0,3832.58,105,1200449,0,5220.59,85,3379542,20,42841,0,26924,0,0,10,78931,10,108787,0,55150,0,80433,105,263421,35,54590,60,580187,60,247917,155,7392930,20,63525,0,9155,55,14418,0,4887,45,47778,0,17,0,5147,10,105689,40,7112,70,95658,115,616881,0,4891,0,88152,10,91131,60,1711583,55,723085,20,42637.52,0,0,0,3750,0,19410,15,182282,20,1594589,25,244644,10,1095,10,1095,10,134.24,25,727414,20,488954,0,12953,25,197478,10,139281,15,-111252,25,28029,20,8382,0,3488,15,258000,0,5495,0,0,10,10089,80,23996.34,15,6568.75,0,9148,4,242118,10,585230,15,827348,15,759985,4,-64617,10,131759,15,67142
456,NSW,2586,1375,765,1360,53163232,1015,9380683,850,708018.41,10,7269.82,900,9354643,30,110556.8,940,39662779,300,773188,10,110976,15,153240,100,572245,115,1120575,20,411195,35,936205,865,1722713,185,92007,510,1859937,510,794835,1370,56685725,265,643047,95,191306,660,183640,50,63521,560,645876,30,12532,20,25993,25,235805,390,105718,590,186424,1050,3290552,30,91707.83,50,884180,100,617351,290,833416,320,4669963,105,619021,0,54653,15,307530,25,229097,75,820646,100,2346584,130,1987579,80,45173,75,30677,65,3065.44,175,3531851,120,1440616,50,79064,175,1591207,100,1062703,80,-641739,180,420964,120,113976,20,20860,50,823069,75,172320,0,3681,55,35392.68,735,240707.92,155,67197,25,67545.05,80,4386771,109,13592666,175,17979437,185,16794693,86,-505770,116,1311870,190,806100
457,NSW,2587,1465,805,1435,61173679,1125,10824459,945,791082.27,0,5588.63,995,10612126,20,56896.42,1040,41918547,355,1253470,0,54412,10,54578,105,624811,140,1374374,15,209636,35,929783,880,1655058,160,96549,455,2568082,450,1100522,1465,65534188,315,660324,110,675271,730,191851,50,62869,575,588478,10,1633,20,11545,25,353261,395,149765,700,228059,1160,3923134,25,73659,40,711752,105,615746,225,6090042,340,3868507,95,287711.82,10,270405,15,687628,20,125559,50,522591,90,1418784,170,3262035,90,82346,85,31924,75,9980.65,170,2708438,120,993608,45,91420,165,1094582,90,875040,80,-346212,170,528828,145,121907,15,59791,55,743504,100,254098,0,4083.14,60,33682.29,845,285815.36,170,72579,15,102275.57,39,3553070,110,9794057,145,13347127,140,11807409,41,-235369,111,1739270,145,1503901
458,NSW,2588,240,125,230,12090269,190,2573336,165,171661.19,0,235.75,175,2516546.48,0,21250.66,160,6882675,45,98042,0,7651,0,5988,15,120187,0,98728,0,48868,0,42307,140,242886,45,15979,85,776749,85,332887,240,13535222,55,182963,10,20459,100,30420,0,6831,95,112934,0,1010,0,2373,10,50702,70,19539,120,49729,185,1113516,0,4559,10,111197,10,109834,65,1298786,90,2724402,30,572965.5,0,35955,0,29760,0,6957,15,132323,30,502529,45,673987,20,22160,20,22160,15,2461.13,45,753837,25,287435,10,34329,40,234990,30,255103,15,-58020,45,197083,20,48185,0,115,30,620293,15,16263,0,1700,10,5061,120,40077.53,30,12197.76,0,12721.93,8,1124472,15,1603548,20,2728020,20,2506575,8,5669,15,183944,20,189613
