,"Taxation statistics 2016–17 Individuals: Selected items, by state/territory1 and postcode, 2016–17 income year2",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151
690,NT,804,168,166,12890900,152,3085811.73,141,245417.84,4,3193.5,141,248611.34,144,3175152.94,7,24755.17,140,11143097,139,3204450,26,167249,7,189749,8,152462,8,43218,5,35405,1,6007,8,266009,94,119936,25,4191,47,560163,47,232319,168,13502090,57,85752,26,72042,92,29437,11,33650,110,157456,123,378337,12,10726,1,60,8,36303,60,25891,113,48684,143,581905,4,102975,11,290399,28,358731,0,0,21,344922,11,20927.95,3,20970,0,0,2,9936,7,64662,7,16600.18,11,249008,22,444296,9,123513,7,18084,7,1624,72,2725599,67,1361741,46,265047,73,1525520,19,210800,54,-637509,73,-426709,4,2217,4,31239,3,66554,8,15247,1,2300,17,1374662,18,1376962,19,969117,1,2228,18,395853,19,398081,12,64913.3,9,24927.06,12,3796.84,71,21396.78,121,104,50368,21,7402.24,47,15990.65
691,NT,810,21199,21064,1361828914,18235,302367567.77,15207,23553556.94,553,683293.68,15209,24225603.74,17167,312930091.5,1203,4897473.96,18481,1220445460,18259,319836502.83,3578,7966505,308,3312183,457,4115123,1187,7150121,633,6375927,127,1612934,562,19661393,11413,7905925,1044,448387,2644,24626117,2639,10168095,21081,1416681045,6947,12230043,2121,3066972,12982,4250370,1361,3630598,13141,16824286,15778,40002269,777,484611,503,404643,271,680347,7770,3270402,11257,3531166,17591,53752161,1197,27044725,1091,18540369,1846,16688644,28,-285261,1597,40720991,693,2791512.58,262,4499495,17,300749,208,2265331,638,8405272,550,2064149.56,828,21823525,945,22526627,740,4323065,601,815984,577,662962.54,4274,99663443,3811,56697519,2591,11037630,4306,51490163,1285,10809760,3022,-30371629,4311,-19561869,334,1264453,106,1084388,126,2457951,1016,2876544,60,5237007,1711,159937733,1767,165179765,1667,110825117,69,537645,1742,52579666,1804,53117311,1153,12422464.36,501,1610867.03,1238,539156.13,9723,2880716.39,11766,9680,4525982,1306,331113.74,3158,902428.44
692,NT,811,383,383,29355947,335,7212794.85,298,548641.18,8,10223.52,298,558864.7,314,7424685.85,22,78234.51,299,23760012,295,6749403,49,413232,4,18416,6,85519,14,74276,22,176306,3,16190,27,927755,214,235557,35,13329,81,569995,81,222261,383,30511903,99,148301,37,135676,204,52438,16,101823,228,353895,270,792133,29,19518,16,13287,1,500,153,67812,257,87346,333,1131670,32,814681,13,241634,43,478679,0,0,41,1247802,12,11690.49,2,33355,1,874975,5,32203,16,115446,13,24914.63,19,364693,28,859649,16,78333,11,5024,14,7568.29,119,3455252,104,1878817,60,315828,120,1839460,44,413948,75,-992801,120,-578853,9,20778,7,204373,3,48600,27,102420,2,783701,40,4505093,41,5288794,40,2522024,2,-875698,40,2343840,41,1468142,25,409906.19,22,72153.83,26,14357.06,150,43579.05,277,232,125345,26,7413.22,77,23385.76
693,NT,812,11330,11278,711519056,9937,152178775.58,8826,12999517.97,290,355160.17,8827,13354669.82,9350,157517910.25,448,1634757.08,9967,654726721,9842,167288116.04,1578,4066043,187,1881084,262,2489889,699,4121022,445,4500730,91,1119977,368,12564051,5802,3434838,553,178316,1439,9304488,1434,3798881,11284,738127942,3652,6167866,1059,1782101,7423,2283160,556,1073607,7128,7836231,8717,19142965,473,257784,333,305973,97,367554,4625,1444209,6465,1969704,9729,26063332,465,10454395,429,7953170,1116,10239624,22,-263769,808,15573614,380,1316817.57,108,1430485,2,14510,107,1139000,304,3291330,249,775529.65,409,7874587,509,11485831,360,845583,304,331537,291,129661.21,2284,48301358,2069,29075274,1403,5230458,2298,25501546,650,4539680,1652,-16045600,2303,-11505920,130,630265,60,390212,73,1300047,541,1263457,20,1227229,773,61106895,793,62334124,766,41589597,26,459092,799,19792242,824,20251334,501,3772253.07,326,996015.66,596,243976.05,5395,1564336.95,6692,5531,2651634,807,210174.02,1610,420224.59
694,NT,813,106,106,7090894,95,1550662.9,86,133890.23,2,1801.51,86,135691.74,89,1613806.33,6,12669.96,82,6149974,82,1650807,9,111352,2,15049,4,58303,2,18045,3,29152,1,561,5,143147,58,45622,10,12246,23,264861,23,108646,106,7281921,32,42735,5,3812,60,13894,3,7585,67,56945,79,124971,19,10670,1,110,3,6619,41,8170,76,24191,95,191027,4,62726,4,39652,13,103934,0,0,8,45858,2,1656.1,1,1014,0,0,0,0,6,103951,4,30679.62,6,207903,5,46398,4,6695,4,6695,4,558.32,40,1083305,31,536227,28,137733,40,556991,18,136695,22,-284341,40,-147646,1,3060,0,0,1,2820,5,13476,0,0,10,603234,10,603234,10,291203,0,0,10,312031,10,312031,9,44926.08,4,10074.27,9,2840.5,43,12202.51,75,68,31591,13,2839.56,22,5159.84
695,NT,814,187,187,13609255,161,3182025.47,150,257716.44,3,3405.53,150,261121.97,157,3299084.23,5,27819.9,143,10667308,143,2909178,23,63761,2,6448,1,542,11,67872,10,100426,3,34461,11,497841,113,152656,20,7823,43,484410,43,193041,187,14153404,47,71911,16,12807,102,29751,6,22634,112,150384,129,287487,8,7460,1,22,1,291,75,40805,132,47516,161,544149,16,422425,10,208942,14,112047,0,0,22,815272,10,9698.88,3,38317,0,0,5,71955,4,10967,4,1721.05,9,27945,19,290145,9,10658,9,10652,9,983.7,61,1599548,52,839671,34,122521,65,816801,25,133035,40,-312480,65,-179445,4,1083,2,158,5,94540,13,66028,1,6778,28,2458726,28,2465504,28,1417361,1,-22839,28,1042061,28,1019222,16,281912.45,11,47055.39,20,9218.41,67,19326.88,136,116,55945,16,5460.63,44,12043.94
696,NT,820,12940,12885,1019498142,11472,255236912.16,9636,17806315.2,394,561347.59,9641,18365343.71,10994,267117105,823,3413248.89,11482,871680970,11340,243461615.2,2465,8807615,220,2483086,348,4323663,560,3361545,264,2608929,85,1013898,316,12782903,7342,7168608,816,592170,1997,27031614,1991,10974707,12904,1059787215,4366,8408775,1582,3328188,7886,2648395,913,1996377,8089,10738560,9764,27120295,475,343763,283,808552,209,589928,4557,1957960,6780,3770624,11001,39353228,406,9457483,917,33006986,1303,13880748,50,1768041,1177,50700198,563,4720744.38,142,2848563,16,239926,156,1521932,488,23380478,432,9960964.4,642,49914607,779,24430881,540,3086124,467,1180736,452,458460.13,3024,77994159,2660,41988119,1854,9178595,3050,40146573,951,9872324,2104,-23191453,3061,-13319129,243,1009046,71,568786,114,2529387,717,2173235,33,692703,908,78773172,935,79465875,898,48057588,45,-356846,935,30358467,972,30001621,581,8650435.3,292,1108511.13,580,263462.96,5321,1530982.48,7933,6308,2975860,982,221746.86,2502,833332.06
697,NT,821,546,540,40753017,478,9921351.16,432,753059.54,15,21603.36,431,768184.18,453,10015170.58,18,71502.97,404,29515516,400,7860898,65,394475,10,175515,13,130365,13,81490,19,241717,4,24584,21,704234,320,369481,60,39314,133,3016469,133,1255422,543,42474332,139,285386,41,83370,290,83270,12,11189,271,383584,346,846799,30,16814,15,22269,9,120986,167,75554,331,138859,452,1579190,9,189771,21,280884,64,881492,10,388673,88,1786503,26,132693.54,4,41863,3,267786,13,430507,22,1089390,21,343643.87,28,2335579,49,821784,31,379269,23,346847,24,152866.7,181,3994894,148,1908344,110,388699,179,1975508,63,789993,120,-1067650,183,-277657,9,9429,3,1620,10,222729,45,135180,9,4381165,63,6478430,70,10859595,69,8688310,9,-79163,64,1895157,70,1815994,39,479062.09,19,63145.17,58,26050.76,215,58817.65,367,313,159400,46,14737.22,123,37258.55
698,NT,822,5981,5944,277858436,4814,50222364.52,3596,4482415.71,135,185771.93,3596,4663800.24,3985,49117739.1,157,605115.1,5549,247491297,5503,57109988.95,443,2032591,50,215969,81,525571,1682,13005486,256,3148698,31,256138,48,1673120,1702,950871,111,70580,322,3122973,322,1288368,5956,286276143,863,1755436,324,683576,3478,837064,146,258880,2810,2547364,4037,6082320,130,67319,70,78076,24,56908,1148,314118,2969,839488,4540,7967086,153,3402067,200,3945508,318,2040827,68,756743,190,4283181,88,683090.51,26,488840,11,220851,38,487300,81,804290,71,190771.69,101,5447110,132,3407911,78,726201,69,72487,67,184124.35,632,11763681,564,6987489,325,1199184,637,6507871,176,1098113,462,-4028976,638,-2930863,61,264172,11,47035,8,155082,139,372663,33,4288052,196,13983107,224,18271159,222,13160377,36,788244,202,4132030,232,4920274,127,1031260.39,44,130696.51,164,72498.21,3202,1081865.86,1587,1293,596393,222,52848.2,371,107085.93
699,NT,828,746,742,50680345,649,11729081.53,563,911893.72,17,24253.99,563,936147.71,608,12095269.81,17,87568.95,635,39316583,629,10117738,113,330615,10,57451,13,103727,55,307906,21,200178,3,21817,10,399381,396,294123,40,23333,99,2954237,99,1187625,743,52396556,195,328751,52,144992,469,140531,33,79746,410,434679,533,1128699,26,12002,9,9966,9,17503,233,59309,434,159240,629,1577135,22,493967,30,658154,44,399798,5,199949,91,3513099,26,242456.56,10,204122,3,77791,10,70599,15,517090,13,162545.26,20,1008469,48,1517449,21,312953,17,21718,16,72086.46,157,4510483,129,1989300,78,376595,156,2082507,66,872705,91,-810624,158,62081,14,4560,5,18654,5,60290,36,128401,4,255479,62,8713629,66,8969108,62,7118580,5,-233396,62,1928802,66,1695406,41,405266.95,8,23913.38,55,30601.03,354,108111.98,399,319,155900,54,15868.16,108,36780.06
700,NT,829,325,320,19548792,304,3933544,110,123392,0,0,110,123392,300,3926092.24,24,69518.47,308,18679672,307,4014421,245,240490,3,18768,4,34002,9,35264,3,16152,0,0,2,116060,204,48075,5,1912,19,813997,19,320458,321,20668990,175,305635,28,79380,276,122015,10,16073,272,441823,295,964926,5,1112,0,0,2,1015,116,31811,151,36175,304,1077219,4,34583,34,224795,13,200082,0,0,16,240576,5,922.03,2,3333,0,0,0,0,10,25689,9,6426.77,11,51203,5,10629,2,12,2,12,2,2.11,26,611048,21,362770,15,56340,26,266980,11,65401,15,-140443,26,-75042,3,1032,1,1675,0,0,14,42090,0,0,5,597408,5,597408,7,489192,0,0,7,119921,7,119921,3,20636.45,2,11606,5,1044.09,213,46671.1,70,44,22984,3,1262.87,14,4192.89
701,NT,830,11171,11101,737456072,9894,161620918.04,8493,12973582.26,316,376412.46,8492,13339537.83,9425,167391318.92,470,1740812.33,10279,702024843,10177,182572940.63,2275,5428877,280,2448731,426,4296105,788,4748426,362,3900815,78,843330,187,5830671,5124,1906644,345,144376,1012,5077066,1007,2065603,11114,766643472,4322,7824482,1097,2295975,8081,2627560,620,1068808,7460,8745089,9141,22561914,566,278698,240,313068,65,259103,4632,1318198,6410,1853773,9790,28563443,313,7207480,521,8717742,804,5544089,23,163749,561,16391914,260,700105.65,109,1285151,10,145002,112,772853,211,2015165,180,566325.37,278,5437929,415,8754491,282,2257658,236,714725,239,460323.53,2101,38034716,1983,26041223,1383,5273793,2127,20788159,403,2363402,1728,-16431861,2131,-14068459,131,664752,41,95032,39,753540,543,1221023,34,2997784,578,46391924,612,49389708,606,34740514,37,523095,598,13560327,634,14083422,356,2784708.05,138,385744.46,370,168414.04,5113,1451314.09,6049,4904,2206062,836,200843.47,1479,392021.39
702,NT,831,945,943,71108435,873,16468248.75,823,1345032.43,42,58710.33,823,1403730.4,850,16855020.44,34,110269.21,832,65460420,824,17849598.31,141,646989,26,392246,25,359997,26,181720,22,195185,10,106968,25,962011,501,273301,44,5084,143,1175109,143,477288,944,73828796,336,520307,92,263628,688,187585,36,56453,647,712923,786,1740896,107,42034,21,30724,12,13902,363,115785,698,225664,873,2588267,18,401867,41,733784,105,992042,2,33900,76,1407159,22,45268.94,14,293231,1,2626,10,85625,20,169585,17,34978.19,30,357991,57,1676685,25,338838,23,44498,25,84788.82,263,5307093,249,3586683,181,762271,267,2750143,56,353261,211,-2145265,267,-1792004,11,15762,0,0,10,223312,53,195950,0,0,80,6095654,80,6095654,79,4120121,1,-2626,82,1893390,83,1890764,56,366671.96,17,46249.81,68,26935.2,414,113267.85,648,522,250397,104,30862.11,178,47299.18
703,NT,832,9845,9801,700945671,8855,159601448.72,7529,12143955.73,311,389558.8,7535,12533514.53,8508,166154640.64,477,1818624.17,9283,689788420,9201,186207606.09,2174,6273646,291,2934447,414,4636383,426,2232117,280,2932777,51,245968,119,3466583,4864,1371128,165,53196,647,2062132,645,846261,9806,729157587,4254,7986368,1123,2522717,7424,2451170,674,1290334,7059,9340288,8321,23590877,403,192538,199,112684,47,76928,4252,1076965,5667,1560217,8732,27920203,288,6156728,718,16774254,679,4077035,8,137552,357,7409707,187,438992.01,94,1297849,5,48360,91,872611,134,1164116,117,324002.23,174,2700993,307,5652672,219,1100564,153,76910,189,162536.06,1687,30252443,1668,21810427,1104,4456883,1713,17019168,255,1076786,1457,-14110821,1713,-13034035,74,137349,41,308029,20,265223,513,1041773,18,387616,439,31405318,456,31792934,444,21584295,18,-105841,454,9865448,471,9759607,276,2034639.91,55,110635.9,304,139890.34,4205,1176931.18,5690,4630,2059692,772,166845.26,1550,399419.15
704,NT,834,492,488,34842749,422,8278171.73,397,658926.32,13,16372.6,397,675298.92,410,8731511.18,12,32915.6,430,28741922,421,7424142.26,77,266606,10,102480,10,142510,32,150389,13,119294,2,24505,9,255959,237,105648,18,711,71,1929699,71,753603,487,36246163,165,311764,43,135809,301,93315,32,33715,285,326001,374,900604,18,7954,14,12967,1,40,170,47358,226,244518,427,1385991,15,380276,21,477093,43,400471,1,-13297,45,2211064,26,378514,5,58299,0,0,7,140934,7,885023,7,392657.88,14,1791472,33,1050532,14,22735,12,3378,13,890.86,98,2341208,91,1354513,63,274605,98,1059274,35,237228,64,-584412,99,-347184,10,17586,4,6480,5,101985,33,70515,3,392495,37,2849924,40,3242419,41,2595422,3,36230,37,559810,40,596040,21,126594.29,9,21690.21,26,12192.23,213,62790.65,330,246,119760,43,12741.18,84,23176.4
705,NT,835,3176,3162,221441240,2776,50923809.41,2554,4169806.44,91,122421.63,2550,4286748.66,2627,52584007.82,77,246508.44,2689,195726174,2655,52824400.29,477,1995672,71,797501,110,1275416,133,718084,95,856824,28,305964,96,3484521,1687,921387,179,95734,503,5589695,502,2278421,3168,230166485,988,2091336,261,572637,2050,621034,134,209522,1881,2474251,2355,5968780,224,103131,80,66199,32,65422,1085,334893,1883,702336,2699,8237161,71,1670241,106,2036230,322,2966266,24,449493,320,7591849,129,599753.49,45,626056,6,74940,46,525890,93,774194,79,170782.52,114,2128920,181,3651469,126,904768,105,292605,105,237669.35,839,20142701,775,12686893,577,2819981,842,10039563,245,1794151,605,-7197887,851,-5403736,83,266927,15,90234,26,392480,184,592155,13,453698,290,31895517,302,32349215,303,23618161,16,-14422,298,8297985,312,8283563,181,1720877.88,77,241168.52,212,105600.89,1355,394130.18,2146,1745,846114,296,85479.87,595,169030.12
706,NT,836,4870,4825,331594644,4261,75392833.26,3886,6202549.43,144,192183.52,3885,6392223.05,4021,77725594.69,97,322709.4,4194,298713914,4126,80000144.79,717,2731481,111,1302630,153,2798862,247,1508289,171,1717012,32,308550,100,3614574,2278,1557096,184,165049,620,4783775,617,1942623,4845,345012218,1626,3310479,470,1189880,3302,1011219,194,294498,3011,3426943,3750,9233019,292,145436,136,124290,39,130130,1721,407967,2723,937201,4146,12410357,85,2013540,154,2890873,422,2975458,87,2191214,346,7067334,128,639240.1,57,993541,10,293155,79,835713,93,1245377,76,311511.98,133,3010456,267,6203690,128,1417218,109,520542,106,342756.21,1055,20835574,960,13774225,679,2693226,1061,10373553,260,2170923,807,-8176353,1067,-6005430,80,215444,22,121082,32,568580,307,837733,48,5194622,402,37652763,446,42847385,445,30688571,50,1002618,416,10875761,462,11878379,252,2371002.72,82,230596.94,289,136630.88,2161,629633.16,3026,2483,1151817,426,114191.92,775,218213.59
707,NT,837,569,567,32350762,466,6825513.24,420,597382.78,16,18220.29,419,610734.88,434,6840983.91,11,27676.13,426,26551889,418,6825452,65,353583,12,141433,13,137267,33,234976,40,356484,6,90798,15,569725,285,203855,28,25303,93,727049,93,298389,569,33889327,131,302254,30,131888,327,96411,16,17564,256,240166,366,788283,34,11972,13,14733,3,4895,170,58871,310,252188,459,1355901,9,154319,11,145545,33,254637,29,468009,61,1237336,18,54386.24,12,224131,3,96774,7,142665,13,128519,11,14520.49,19,346669,30,594771,15,269535,12,13388,12,152508.96,99,1787555,80,989127,45,171724,97,820777,42,361831,58,-555904,100,-194073,11,59726,2,232,6,99350,33,125609,22,3385617,60,3101442,79,6487059,75,4880472,22,515094,61,944960,80,1460054,42,235777.93,16,51129.82,50,22062.61,267,82337.44,311,250,127686,38,12078.25,57,19033.25
708,NT,838,486,486,31640400,402,7105090.8,361,587774.37,16,24789.36,361,612563.73,380,7330361.56,17,61751.04,420,29089538,414,7982678,84,265156,21,206329,28,249378,45,329800,12,150171,6,58709,9,409039,245,113030,18,15787,57,140084,57,60017,486,32895777,156,301187,41,91160,306,94287,18,25020,297,311935,364,823589,29,7658,16,6091,5,11426,146,43147,274,114767,397,1229249,14,336257,14,189238,36,295056,16,347329,35,220066,8,4075.25,8,151166,5,149438,8,227889,11,417920,11,102076.55,12,827245,20,662978,9,15132,8,12506,8,1601.46,94,1500274,87,1011201,48,153467,95,814329,33,157806,62,-636529,95,-478723,8,3365,1,500,5,137365,31,85206,2,93686,32,2281003,34,2374689,34,1684425,4,24152,33,581230,37,605382,20,106075.56,7,15728.79,28,10930.67,190,56365.85,292,236,105806,52,12721.46,65,17394.63
709,NT,839,835,830,54957727,743,12041364.39,658,1011388.87,27,32931.06,657,1043827.93,703,12404937.74,26,76528.17,751,51917146,750,13873300,160,612203,27,268094,32,512142,44,250105,39,434646,8,33461,11,357460,418,157979,34,3239,85,164850,85,65470,831,57103701,306,578119,112,276480,622,202201,40,50704,570,647946,685,1755450,44,19887,5,83,4,4480,314,75089,525,170671,731,2117129,16,243345,31,755392,84,586124,6,278768,36,535668,23,97216.9,8,43261,1,2344,8,67198,15,137245,11,28408.98,15,269723,30,636693,21,264954,18,183122,17,71273.75,149,2454582,133,1669317,83,300684,149,1357816,38,245570,112,-1118805,150,-873235,13,53422,4,1115,0,0,34,89605,4,146213,58,3672761,61,3818974,61,2320633,4,26881,60,1391031,62,1417912,35,238198,11,18245.82,39,17488.01,373,106668.35,474,387,169837,89,20123.52,105,25875.3
710,NT,840,174,170,8594658,133,1686561.83,111,147348.88,4,5793.37,111,153142.25,121,1680626.7,2,9882.95,110,6781885,110,1800572,23,241740,2,15584,4,49371,20,138763,16,181477,0,0,6,227053,73,47575,13,1281,28,152128,28,63949,171,8864187,34,60526,14,55014,82,25786,3,7816,66,46173,95,195315,9,5181,1,22,2,3568,42,14191,81,27071,124,259669,0,0,2,24442,15,93285,2,204371,8,81315,5,6903.06,3,44911,0,0,4,16749,3,14317,2,3903.8,5,32123,13,189809,4,6017,1,2373,3,14.03,36,742193,28,320401,13,53660,36,541944,12,77319,24,-251131,36,-173812,4,143,0,0,1,2800,6,11521,5,234343,31,1755848,33,1990191,32,1321461,5,69314,31,574851,33,644165,16,69409.31,5,19373.64,19,5694.54,74,23347.03,86,78,38335,12,2634.34,14,3472.18
711,NT,841,311,311,20619467,272,4598044.8,250,385562.86,16,27851.47,250,406940.73,258,4657321.36,8,25155.36,276,19736677,275,5350962,53,200032,10,138319,16,173439,21,112956,13,160665,0,0,4,128543,130,54599,7,73,30,32616,30,13051,311,21399535,115,197535,33,88969,235,72639,14,24310,189,234541,250,617994,16,6113,4,60,0,0,125,34911,185,61157,272,739362,13,296990,10,148173,16,151636,2,-29720,12,122302,5,425.5,2,14183,2,94983,5,50491,2,854,0,0,2,1577,13,303581,7,438208,5,304,7,161043.03,55,1015007,51,683138,28,90245,55,535549,15,74433,40,-368358,55,-293925,2,2109,2,129,0,0,13,19127,4,98747,29,1537611,33,1636358,34,1436140,5,-169573,30,315974,35,146401,15,54533.96,2,8054.64,14,6022.44,139,39100.06,162,122,47731,33,8394.05,31,6505.12
712,NT,845,371,371,19444726,309,4010347.24,258,350984.24,10,10968.5,257,359929.96,272,4089101.98,9,34718.56,307,18003446,296,4524490,30,157199,3,24338,8,64205,43,284781,25,273842,3,15552,10,313044,168,112965,12,3275,39,213414,39,91369,371,20121230,98,184052,21,34529,225,61395,10,11520,196,172417,260,463913,15,3356,4,12512,3,1613,106,30485,197,68859,299,621688,3,66380,13,170685,27,192583,16,-239466,35,500312,11,2946.2,4,51902,5,187880,5,27957,4,17981,3,1833.52,5,45324,17,397385,15,127837,13,9856,11,30745.11,53,1279487,46,587750,28,60714,53,606228,27,186832,26,-162037,53,24795,14,45296,2,9323,1,3320,14,37575,4,116058,28,946756,31,1062814,29,922833,6,-478315,28,278687,31,-199628,14,15171.43,9,24443.08,18,5409.92,179,56416.95,164,128,69679,24,10445.5,26,8157.05
713,NT,846,198,197,10873144,168,2188482.54,142,193216.21,5,7122.23,142,200338.44,155,2202998.27,4,11073.42,163,9170377,161,2254350,11,31968,3,16252,3,29699,13,52844,17,171091,2,37678,10,275877,102,146501,21,1278,37,355496,37,137946,198,11298986,44,95901,10,66500,115,33099,2,3013,91,83183,136,281696,12,5130,0,0,1,3300,41,13675,112,37121,158,358846,0,0,2,34271,4,39485,12,601253,17,452803,6,3450.52,2,28030,2,213619,2,10432,2,1314,2,343.16,3,2565553,9,152709,7,2487,6,836,6,58.44,35,630528,28,228162,22,56693,35,321751,20,142572,15,-118650,35,23922,4,9475,1,1565,0,0,9,17924,6,1059160,12,378208,17,1437368,14,1241818,7,-246081,12,235874,18,-10207,7,37677.82,8,17975.89,9,3648.81,100,29194.58,97,75,39422,14,7313.25,10,2888.16
714,NT,847,141,139,5659956,112,1037047.43,90,102246.34,2,2032.84,90,104279.18,101,1059331.97,2,7255.81,114,5339313,111,1262761,13,178024,0,0,0,0,22,178729,11,124166,0,0,2,34889,67,63881,5,1279,15,63773,15,25477,140,5849234,27,58078,6,4254,68,20140,0,0,61,56895,90,139367,3,3001,2,20,1,1898,26,15763,68,18276,105,184449,2,35864,2,23006,3,25619,0,0,17,229899,7,7067.74,3,32550,0,0,0,0,3,12065,3,2736.71,6,29333,12,77824,4,5454,4,5454,4,266.56,20,357774,14,77666,14,42376,20,235585,8,53976,12,-51829,20,2147,1,6209,0,0,0,0,2,6124,3,1083909,9,2023941,11,3107850,9,3434752,3,-426850,9,-37742,11,-464592,5,37897.13,1,2541,7,2917.46,79,26630.41,50,44,25636,9,1780.91,6,902.62
715,NT,850,3933,3900,228095575,3429,46584819.7,2946,3994066.79,79,85378.78,2946,4076183.89,3229,47968547.86,226,836666.39,3578,205002468,3554,49978855.13,764,1795873,25,371187,39,185734,357,2354081,140,1659447,30,203201,65,1709589,1764,1019305,153,45687,426,3994724,425,1639260,3910,236316020,1024,1892349,338,688013,2551,709486,186,403316,2195,2310428,2969,6003592,103,61402,21,10107,17,20213,1046,348362,1802,581344,3235,7840332,313,7091698,137,2736102,278,2541716,45,410136,273,7255006,92,637134.33,32,604100,12,477290,26,214433,85,976650,78,249298.87,104,3657248,118,2986913,62,236641,55,94682,50,63027.1,659,12651559,581,5900461,348,1116397,659,6625807,249,1883616,421,-2874722,670,-991106,38,98158,21,253554,28,416664,154,392966,24,4067512,208,19213244,227,23282021,214,17411898,26,-37144,211,5493504,231,5456360,149,1238104.51,55,122585.27,195,101658.14,1981,587796.79,1771,1433,659739,279,82447.3,414,114879.47
716,NT,851,1061,1051,63134325,927,13106214.06,816,1166775.16,26,30895.92,814,1195805.32,856,13508247.9,33,145964.91,894,54469651,882,13537130,155,634379,4,83031,12,228649,54,337393,41,540946,9,44782,24,765788,517,642437,67,82490,179,1331559,179,531799,1055,66469976,273,573983,97,233480,690,211353,26,46187,575,721088,783,1786091,24,9191,9,47004,10,4970,212,344152,535,195831,875,2799324,56,1317722,35,688121,94,981957,30,570762,107,2921515,23,102884.08,7,206290,5,112650,8,44921,29,319304,23,72918.19,34,783871,47,380996,21,168358,18,133375,17,27884.91,204,3957346,166,1718767,99,324446,202,2095801,85,657652,119,-839320,204,-181668,15,190613,2,80017,14,289623,48,122462,14,6111977,75,6399990,88,12511967,82,10285851,15,772066,75,1433633,88,2205699,44,294905.27,22,60611.57,80,42111.48,515,148648.19,612,511,256641,95,31858.22,143,41572.75
