,"Taxation statistics 2014–15 Individuals: Selected items, by taxable status, state/territory1 and postcode, 2014–15 income year2",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139
675,NT,862,209,209,9027105,174,1478243,150,156204,2,1852,158,1377417,8,25017,195,8181741,23,82758,1,1839,2,468,40,304635,11,110473,0,0,3,46622,84,58906,8,8073,10,121538,10,51790,209,9496735,47,139567,16,33137,125,53138,7,3641,122,141413,5,4590,4,19800,0,0,42,36209,131,35649,180,469630,1,17061,7,42881,6,559038,10,97002,5,532,1,7517,0,0,3,9958,5,12110,4,2154,6,670264,3,430152,5,1931,4,145,3,12,23,338458,21,219445,11,29913,24,218643,5,14373,19,-143916,24,-129543,5,4478,3,871,0,0,2,2486,0,0,12,1610684,12,1610684,10,1442544,0,0,12,154531,12,154531,8,14907,2,1988,3,5936,127,42140,56,193,1727379
676,NT,870,13409,13385,773754843,11658,157781740,10544,14225973,355,442352,11050,163409998,615,2241434,12299,711215342,2406,6090976,125,1690099,150,1272984,968,5843819,392,3895377,90,933389,208,6744139,6722,5767510,609,566816,1508,11151159,1499,4777899,13390,806494386,3206,6426648,1277,2983932,9139,2593034,892,1931851,8598,10128058,131,71371,132,265795,94,275665,4968,2258336,6772,1943872,11438,31872309,1811,33261516,1118,9753644,44,484896,1001,23547160,361,2536537,59,792578,8,48530,142,1563295,378,5110921,341,1269131,469,11705312,551,13632647,378,965103,331,277729,310,109063,2485,46187293,2209,26382805,1205,3452210,2501,24612620,792,5260134,1722,-13520476,2515,-8260342,589,1091984,97,561506,76,1115013,713,1868414,22,1962250,906,55932670,922,57894920,872,38966857,25,-139561,927,17685308,945,17545747,570,3718658,216,602968,57,37741,7076,2107703,6173,12178,173875449
677,NT,871,2390,2382,139493578,2125,28310450,1914,2567800,72,86600,1985,28968455,93,321339,2144,127026630,432,1128596,22,284149,31,134109,149,984067,108,1122102,18,354995,56,1534246,1274,1243180,144,43728,339,2294267,338,983034,2384,146502609,580,1227855,243,626136,1740,466025,145,280972,1597,1806468,25,15133,29,39635,14,43984,884,859889,1360,389305,2104,6386954,311,5884322,253,2439917,10,909205,195,3165760,62,109575,4,16477,3,8474,42,231887,53,859485,44,244469,77,1844547,132,2089342,82,331957,65,34806,63,77588,556,10699184,475,5542116,241,649584,558,5641292,218,1416397,342,-2550205,561,-1133808,111,139705,16,86319,15,212354,155,381951,8,298644,195,11981855,203,12280499,199,8515829,9,76306,206,3545710,214,3622016,115,645889,48,145357,1,86,1275,378147,1110,2120,31085149
678,NT,872,3520,3514,140676881,2766,22225956,2116,2202267,49,63883,2314,20865663,105,349323,3389,123206005,384,900473,7,93476,41,70397,1112,8786748,185,2124285,8,72647,9,266103,1031,647399,44,7887,132,1148522,131,491803,3516,145463457,419,1081596,205,271831,2272,550287,105,185221,1645,1276388,34,13762,35,99038,5,2913,650,198906,1615,399813,2733,4287557,183,3923325,127,1304305,41,4519660,79,712514,17,78280,16,349131,0,0,15,225647,33,876053,26,325795,39,1754702,49,904306,26,106140,21,20129,24,5710,299,5103948,272,3258340,133,423845,299,2862896,72,347440,229,-1788573,301,-1441133,113,24860,23,76039,3,67100,67,136632,6,513304,69,3410543,74,3923847,66,3014236,5,143700,74,598584,78,742284,48,139850,12,21248,5,5940,2063,710452,642,3352,25153983
679,NT,880,633,629,35778693,506,7632856,440,635496,16,21264,460,7623990,38,164297,586,33709545,59,186489,13,222087,12,332075,81,516233,13,150532,8,111543,6,150073,312,226087,33,6432,65,523142,65,223794,631,37323756,108,251652,79,96170,416,114726,56,130582,360,399209,33,18886,5,831,4,4329,185,205955,289,89478,519,1461743,84,1716251,51,444260,2,-3357,37,488328,19,37704,9,218403,1,24187,12,39671,21,294924,21,85041,28,643921,36,1801952,21,56503,19,2930,21,32532,177,3762418,165,2068792,91,401362,179,2180851,51,398306,128,-1286893,179,-888587,22,7478,2,21856,3,75000,28,72395,3,54993,37,1769141,40,1824134,39,1119297,3,9804,39,678154,42,687958,24,136156,9,17700,0,0,300,97292,271,580,8808222
680,NT,881,1738,1736,114095005,1490,25668796,1362,2120415,55,66538,1392,25318197,78,312659,1640,110446966,183,566322,91,1929953,97,2508439,138,797117,34,382206,4,42277,11,262195,810,810893,73,34543,172,417083,170,178623,1737,120312040,621,1233651,336,639474,1393,566371,244,542798,1281,1894294,18,16371,14,7353,13,47164,708,384206,1213,387217,1515,6158857,247,4481995,154,1236858,4,-1021,79,1360967,45,109289,18,633216,0,0,10,109675,53,997673,49,313271,61,2275568,75,1707265,44,54395,43,46136,37,3705,562,10705201,536,6337706,310,1150668,577,7358407,111,708955,467,-4850535,578,-4141580,80,125143,1,148,4,127951,118,263981,3,79681,89,7412879,92,7492560,86,5314848,4,-45877,89,2095503,93,2049626,56,435085,6,13403,9,7732,772,245587,862,1627,30322577
681,NT,885,600,595,52027648,511,13678311,482,999763,33,34347,491,14138220,31,141388,563,50005633,44,91007,4,22003,11,140347,32,162811,7,96983,4,46458,4,91815,342,291782,42,6068,96,1224804,96,524739,598,53875275,91,249933,57,175139,424,137737,31,77553,362,588502,23,20685,12,1736,11,80037,165,120756,373,161507,517,1823441,66,1495364,131,1458672,3,11420,43,853496,21,86528,2,87288,0,0,7,41756,14,131281,13,39629,23,476552,46,1104326,65,74235,65,63359,58,8837,236,4998260,223,2921114,133,510850,239,3545125,40,241279,199,-2220108,239,-1978829,65,73616,10,22214,4,72000,47,137856,1,2616,26,1432373,27,1434989,25,996246,1,2457,28,403456,29,405913,12,110099,4,9128,2,3301,197,61818,389,561,14871735
682,NT,886,808,806,51353896,670,11387832,609,944737,23,26780,634,11501506,16,63032,772,50844640,93,209759,11,249165,11,193159,75,637303,14,152420,5,91936,3,97143,401,297801,24,2630,86,145629,86,62267,808,53152225,219,482669,94,134247,617,169528,47,107419,464,481980,36,11652,22,7629,4,19079,239,80537,496,182448,718,1770649,68,1174516,68,466190,0,0,36,162386,28,23596,3,32361,1,58168,9,106487,14,286566,13,72544,29,577583,37,547696,13,37042,12,14950,11,8604,191,3347350,176,2096165,99,288484,192,1938304,50,245470,142,-1221073,192,-975603,31,16399,6,7145,1,12000,37,81461,1,3578,23,2780735,23,2784313,26,2343115,2,-85923,29,273675,30,187752,15,116381,6,19564,3,824,313,96172,405,769,13559224
683,NT,NT other,433,432,24646051,357,5055143,308,437253,10,10532,331,5211902,22,62084,411,23733324,73,146679,7,51228,5,23455,52,370228,22,233917,0,0,7,215607,219,178399,18,19957,36,133411,36,57172,433,25724272,112,238326,53,87243,272,73691,33,75519,244,293180,6,1874,18,43633,4,3924,137,68313,185,46428,353,986190,31,567774,38,225077,0,0,17,113892,8,1354,4,26847,0,0,4,60073,9,137048,9,30899,11,371324,16,505805,12,14557,11,10933,9,319,66,1154959,58,662211,32,109129,66,708411,15,134309,51,-459101,66,-324792,20,4711,2,13363,1,35000,10,19047,2,37356,16,920608,18,957964,19,643794,2,17,18,257434,20,257451,11,65437,4,16265,1,698,202,60239,197,405,5929423
684,QLD,4000,11990,11911,754404853,8525,190091710,6432,11871523,206,287482,7964,198832065,588,2672300,10323,577833210,1352,11973099,145,2172955,229,4848148,556,3429938,129,1318110,89,1558968,74,2540105,6525,11058732,684,764621,1656,25136805,1646,10720386,11935,788361520,1637,4420473,1150,1977753,3596,955372,622,1845528,5237,6148789,235,171534,253,969862,242,1763087,2498,4094143,3564,2830442,7874,32111740,701,19450819,1300,11217259,40,-65114,1214,49305534,543,4346777,145,3162838,10,2722788,78,682653,549,16885846,466,5879770,774,47097238,753,37277125,576,7913663,496,2307299,510,2445971,1568,45368914,1260,22910619,844,4138309,1574,25935498,604,6159982,984,-13775494,1590,-7615512,555,1559296,106,1423039,173,4618200,525,2024900,33,1599450,803,101942397,833,103541847,688,53210883,47,-2826346,818,52996255,859,50169909,490,17845786,114,411892,84,88388,4809,1566398,5338,10080,158790603
685,QLD,4005,12006,11931,1103877904,10450,311376076,9426,20561852,286,347057,9971,330505927,1151,5272515,9816,790210687,1791,12431817,201,2977554,307,7688637,680,3912932,245,2425999,108,2109609,120,4849056,7964,16686867,1091,1365593,2635,46525603,2625,19931796,11957,1165271841,2929,9223628,1838,3141880,4254,1201846,870,2734536,6345,9489465,364,176481,343,2118212,395,2815954,4146,11036362,5348,3455005,9766,57814162,943,22666261,1935,16672559,42,1598182,2064,109921550,1028,14110739,168,4115990,17,537482,180,2783014,950,52951711,827,21754381,1277,117423412,1165,49318597,993,10223292,862,3847192,813,2625562,2285,63490564,1855,33248114,1292,4826932,2302,34300013,822,10150820,1483,-19035315,2309,-8884495,972,2629180,157,1094173,339,8760416,946,3499217,59,4534837,1062,147287678,1116,151673307,1051,81757348,77,370780,1098,66803517,1166,67174297,739,25027923,149,603708,144,216275,5071,1509190,8402,9571,233983920
686,QLD,4006,9711,9631,738996656,8144,198394876,7051,13506273,181,218681,7761,186190189,797,3500855,8339,539488043,1466,9672802,161,1652683,242,2128085,792,4634829,128,1318887,71,1903724,63,2160158,5627,8034446,564,801779,1430,27029528,1425,11583822,9655,779006043,2179,6308592,1412,2076366,3931,1094345,726,1890786,5125,6594186,205,87739,219,884169,217,1144602,2817,6733028,3723,6593102,7509,38628946,657,12582690,1320,10046515,39,1462172,1110,62430673,515,10920960,161,3571224,9,305860,113,1299834,447,12401126,391,4512847,612,30344308,690,43345362,462,61118375,405,1943048,370,26089948,1344,33606936,1120,18693436,743,2983445,1348,19061315,420,3962791,937,-11094051,1359,-7131260,547,603397,98,486475,130,3272747,502,1928902,33,673308,706,83835199,738,84508507,677,57816844,46,-291585,740,26080257,783,25788672,468,8308930,88,358768,69,59108,4688,1440725,5401,8158,147902182
687,QLD,4007,8415,8343,869436454,7187,264033359,6414,16345369,202,319919,6783,280276901,466,2133394,6408,500126630,1260,13917640,144,2384294,206,4610408,392,2181400,214,2243835,103,2432106,113,4151801,5508,14539779,978,2735431,2202,48713677,2192,20873942,8378,929472800,2035,6872189,1006,1934545,2883,830138,451,1113423,4074,5922806,233,157385,267,3002905,345,2683010,2774,19182595,3833,5971829,6693,58039797,549,13763947,1229,12859723,64,-490083,1945,138456915,951,17648874,124,4369143,16,656926,121,1766440,776,89111323,663,37987533,1096,193077479,1049,47598885,748,7346842,682,4577268,632,2445823,1620,54573401,1269,27082368,907,4862498,1631,28655946,580,10736513,1054,-16763924,1638,-6027411,688,925707,154,1338275,280,7333056,642,2965243,50,12400415,734,166734375,778,179134790,738,117073425,63,-993695,769,60998209,825,60004514,478,24355096,143,629484,134,104606,3425,1049331,6179,6155,147743288
688,QLD,4008,251,251,16027021,219,3560246,184,268004,6,7625,210,3793561,11,59191,229,13026751,46,174460,8,54772,12,111953,27,168025,13,134033,0,0,0,0,132,107022,19,16155,37,342350,37,146712,251,16640662,68,193829,37,70283,151,49124,15,27145,146,142827,2,109,3,5876,3,7846,83,21404,124,27344,214,613641,21,275710,40,275887,0,0,30,1868131,15,464534,5,158258,0,0,1,1973,12,68625,10,15421,17,202056,19,150285,9,2301,8,1793,7,118,26,711122,22,326724,16,45521,26,372836,12,144173,14,-178132,26,-33959,16,1379,0,0,1,26000,16,41854,1,29912,16,624312,17,654224,16,379158,1,-8856,16,283922,17,275066,11,36735,0,0,1,706,132,38739,130,224,3260852
689,QLD,4009,107,107,11269128,85,3560382,69,209714,1,4620,81,3831811,0,0,96,5301055,10,96161,3,27899,2,3898,4,8639,3,22095,0,0,2,48305,64,109931,5,1940,23,2342659,23,1003895,107,12021759,19,90595,6,23435,42,12607,5,38931,43,26915,2,4412,2,95,2,1655,21,443736,41,26330,84,752629,10,156477,13,253030,0,0,18,2893966,8,98947,0,0,2,5510,2,10396,5,96730,4,26730,9,1103641,5,672873,2,458,2,458,2,46,16,610648,12,205687,7,17521,16,352458,9,131494,8,-96512,17,34982,11,7815,1,42,2,70000,5,11527,0,0,3,130067,3,130067,5,113155,2,-5510,3,9299,5,3789,2,5734,1,1452,1,5694,45,15236,57,92,1271149
690,QLD,4010,1822,1809,116600050,1600,26099299,1424,2145980,23,28150,1517,27490961,146,594732,1502,97023117,289,1277313,26,425719,38,371975,135,778760,52,631601,16,111847,18,555731,1105,1509143,157,177357,341,2733373,340,1171009,1813,122011038,471,1386457,267,348346,789,217048,143,286022,979,1296766,51,18338,34,71245,47,293611,635,284517,796,344123,1491,5191645,92,1709162,276,2110086,5,-23825,262,5236798,130,483861,31,851910,0,0,25,125909,133,3259415,116,950521,184,9271381,160,4707533,124,1214874,112,162399,106,322452,295,7179205,233,3623241,158,452043,296,3532332,127,1305513,170,-1733924,298,-428411,100,53381,24,151973,15,299369,121,340824,4,13249,163,10143546,166,10156795,163,6174608,5,-8181,164,3886929,168,3878748,109,849731,23,47112,22,16764,930,285240,1109,1476,25548194
691,QLD,4011,10147,10078,872454113,8678,241124069,7763,16437077,111,187250,8171,255119677,578,2533791,7970,589269562,1588,8511868,160,2365255,236,4705012,532,2995422,332,3283338,118,2259293,145,4072644,6597,13939920,1171,2370999,2623,41424541,2615,17751252,10109,917397864,2466,7810762,1219,2093823,3745,1041984,558,1400909,5131,6620136,266,96217,322,1447423,432,2393287,3592,5207412,4740,3705764,8237,41808816,674,14013509,1595,14535802,58,-1530173,2056,107595524,1037,11346088,158,3431433,23,838372,148,1948599,848,29721658,727,11286609,1225,69338464,1225,67946362,900,10567391,817,3791380,737,2793172,1740,43144599,1415,22697992,986,3245350,1752,24769578,634,6809001,1123,-14377322,1762,-7568321,763,1888652,149,783722,278,7012628,838,2918110,45,1801113,869,161249045,910,163050158,870,100311469,61,-595062,899,59866409,948,59271347,562,22167778,174,542406,131,151345,4419,1345262,7327,7711,169473575
692,QLD,4012,13664,13607,890055776,11800,203087364,10614,16519820,156,186010,11183,214970136,817,3298060,11623,752340238,2334,9588332,242,3348030,379,5075829,858,4847751,482,4753549,128,1676756,200,5802288,8446,9294950,1090,1023374,2644,20559327,2635,8804525,13627,927710966,3589,9642707,1819,2681631,6388,1653348,780,1867777,7772,8429661,298,129568,286,699071,377,1353030,4938,2074979,6279,2277655,11343,36725194,934,16236256,2318,15354408,37,234633,1703,55149803,938,9589350,202,3088010,10,50090,169,1556170,850,11511386,716,3039310,1171,28726255,1085,25366234,873,5381164,772,1315887,788,1373450,2063,40771651,1775,23763311,1163,3195808,2074,21540699,647,5204628,1438,-12932795,2089,-7728167,684,860337,147,474599,162,3461287,1008,2423241,36,799116,986,73370210,1018,74169326,965,48559071,43,51715,1010,24629539,1048,24681254,613,5711053,219,557319,166,149988,6671,1984607,8928,11409,195400257
693,QLD,4013,3014,2996,184488203,2577,40567148,2306,3406541,32,35147,2431,42997201,179,733940,2570,160385117,520,1904872,60,910840,89,1306066,242,1421716,98,913659,28,339574,27,913784,1786,1781445,212,136901,518,2820530,518,1208528,3001,192026601,775,1922369,389,555646,1523,403892,158,356092,1709,1845165,62,31585,57,84330,64,153227,1105,435715,1385,439264,2488,7333588,206,3601568,497,3114479,8,-159524,348,9786624,200,1570126,49,948486,9,47397,26,161885,160,1691792,138,485216,225,3990593,243,5524228,188,564372,174,163602,174,135024,448,7833294,387,5101813,232,623587,455,4101224,143,981558,313,-2974888,456,-1993330,145,170312,35,196887,38,567647,221,538127,9,275626,225,17338138,233,17613764,220,12434912,13,-170836,230,5184369,241,5013533,141,942507,38,89150,33,28891,1513,457273,1814,2519,41248116
