,"Taxation statistics 2013–14 Individuals: Selected items by state/territory and postcode, 2013–14 income year",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141
675,862,NT,211,54,211,8890531,173,1387802,151,115738,3,4458,157,1241725,10,45920,196,7838168,21,83057,1,14703,1,3835,36,268851,9,82661,0,0,2,37322,74,53881,5,152,12,356289,12,152692,211,9312929,38,136091,14,24693,113,39548,1,944,124,113904,6,3252,4,52760,0,0,27,7925,120,30967,181,415521,1,11769,4,27924,9,170178,9,139613,5,585,1,40051,0,0,1,1674,3,9421,2,35,3,18653,6,480936,4,5322,2,92,1,1,23,310335,20,179794,9,8606,23,207342,3,68501,20,-153908,23,-85407,6,558,0,0,0,0,4,5437,1,15808,10,1850206,11,1866014,9,1727168,1,7460,10,131037,11,138497,5,15947,2,2939,3,2487,131,45273,17,8328,0,0
676,870,NT,13457,6045,13414,762730172,11681,154152248,10564,10520653,332,384959,11096,154436188,602,2123921,12381,698883915,2544,6660587,145,1846426,144,894443,913,5061312,362,3579685,98,873438,215,6711193,6480,6489378,641,544374,1534,16288598,1523,6978090,13427,798449853,3051,6154288,1312,2882284,9251,2499646,910,1819162,8579,9453000,141,86001,139,231010,117,479247,4674,2144227,6840,1951018,11679,30323044,1784,31981139,1082,8261057,35,-828612,984,23447212,389,2196685,59,992189,9,235604,120,2334160,361,4607264,318,1246452,464,10957421,562,9675897,405,998766,361,254541,335,109637,2482,46949607,2241,27750239,1166,3233691,2511,23734886,795,5436635,1724,-13205844,2519,-7769209,575,1095580,90,407167,59,882185,672,1717403,19,1068378,877,49923072,893,50991450,836,35552459,26,-201687,895,14892099,916,14690412,534,2976706,211,541485,99,79526,7303,2211708,744,307232,231,934648
677,871,NT,2441,1179,2429,139205023,2161,27913696,1941,1924785,67,83971,2012,27769249,97,332232,2183,125335586,466,1400902,26,187155,28,138413,180,1123730,111,1056953,12,350390,54,1508736,1168,1355943,149,43408,343,2647809,342,1133702,2431,145803518,564,1194705,260,853286,1762,469740,144,325984,1563,1884463,28,15802,31,51736,20,65404,885,630647,1323,411479,2145,6556992,329,6203671,232,1793210,12,-77673,235,3960290,68,78737,5,34929,3,205972,34,220899,76,775699,68,205767,93,2002018,133,2077477,80,296912,72,48728,68,70933,564,11035689,490,6039497,234,620094,566,5682962,220,1452147,347,-2759011,567,-1306864,116,162974,18,118569,22,277831,146,349207,7,260882,198,13160390,204,13421272,201,9034283,8,48994,205,4188965,211,4237959,116,806334,37,134174,9,12526,1324,395139,220,91447,57,214135
678,872,NT,3424,649,3420,132839230,2618,20499096,2071,1605103,54,59485,2209,18748191,90,316385,3322,118522196,400,972294,18,165760,37,105254,1026,7563012,158,1782360,7,32491,18,488100,1001,799216,42,10168,135,1390499,135,595615,3423,138080346,414,1039452,197,282850,2215,506996,89,126922,1566,1188817,27,15402,32,16851,6,178248,491,221768,1568,367429,2693,4172920,195,4032934,114,948032,44,2607617,96,1945888,23,211452,16,168788,5,204154,18,278665,21,146507,19,43016,29,364848,59,862691,26,96156,22,5266,20,2069,285,4646155,251,2839794,122,334264,285,2560952,79,459666,208,-1548521,287,-1088855,132,39521,21,7512,4,58900,64,142847,10,507637,66,1859003,75,2366640,66,1414399,8,-28186,72,782869,79,754683,39,168427,16,26966,10,10946,1994,693161,173,74273,44,41652
679,880,NT,681,327,678,45085197,540,10599357,478,611670,21,33930,500,10189124,33,153977,631,41254086,67,296030,20,554995,27,926456,68,443766,16,140155,4,71207,6,173667,344,355292,44,7338,85,952382,84,407991,681,46517341,80,179389,59,82437,487,110849,53,150452,375,441064,71,45628,13,10959,4,1099,214,141793,415,134124,585,1372138,94,1306023,66,606007,4,66510,47,541852,25,54353,7,233839,0,0,8,16154,19,244687,19,63034,21,349268,30,1150515,31,57772,28,45734,23,3102,212,4986071,200,2828802,137,552542,212,2689891,58,548946,155,-1634110,213,-1085164,36,16756,3,3626,0,0,29,71237,3,86648,32,1343550,34,1430198,30,964650,3,29583,32,431621,34,461204,15,91007,4,4600,1,131,273,83468,29,12444,28,304522
680,881,NT,1875,963,1866,128190546,1605,29495650,1439,1749886,85,92842,1504,28453877,70,273160,1757,125899808,205,566670,75,1502336,79,2971584,133,923215,15,162756,4,57115,9,257832,829,985932,75,32415,198,417316,195,178697,1871,134908639,671,1214902,326,525566,1530,608165,276,803438,1351,1990994,26,28725,29,23668,17,47674,789,453383,1340,445729,1653,6585697,276,4771639,181,1537813,0,0,108,1193364,56,140812,16,763397,2,44035,7,102587,58,738906,54,193957,76,1553917,94,2068476,56,30093,55,24601,55,15547,665,12783109,620,7947050,344,1322589,674,8927661,104,895262,570,-6309453,674,-5414191,73,133285,9,103453,6,113507,128,283337,2,52272,92,8266160,94,8318432,86,5468367,5,-104557,93,2785531,98,2680974,62,528716,7,20919,20,12880,768,251485,68,28826,91,582584
681,885,NT,616,389,613,53112711,517,13878357,494,757442,48,45397,505,13911951,28,114000,583,51532217,40,112361,5,34905,11,186938,31,159878,7,59379,2,26630,2,49994,309,333295,45,13837,113,1061067,111,452876,614,54929098,93,272542,61,183913,475,149315,44,152189,369,515039,25,11920,13,4251,11,35562,165,108926,386,167363,555,1783701,62,1342479,147,1375277,3,7685,45,681528,22,17456,4,56029,2,35287,4,35614,24,183455,23,53309,39,554027,55,1048687,69,68970,69,68970,61,6342,238,4544824,227,2862515,119,423012,242,2936455,44,261530,198,-1938688,242,-1677158,64,49933,5,22312,2,50000,44,132681,3,20277,24,708529,27,728806,27,372144,4,-27953,26,302291,29,274338,11,49592,3,6256,3,533,183,56145,9,4162,11,53147
682,886,NT,869,436,868,54631050,722,12018078,658,751859,33,39141,678,11732470,27,102306,835,54330700,109,248253,6,82314,7,216863,72,528823,7,83172,1,3409,3,82070,418,338467,27,3087,93,163176,93,69692,869,56200620,204,435892,69,81168,647,157514,40,87684,465,435014,42,15324,28,2955,3,11358,252,73472,545,176690,777,1564137,57,1109893,71,469457,0,0,19,197018,10,3566,5,48133,2,100748,1,1970,16,61164,14,11891,23,126687,33,485557,16,29673,14,4703,14,59157,200,3203160,185,2008427,87,224135,200,1864819,61,247442,140,-1141663,201,-894221,43,12520,6,5483,1,11200,29,74782,2,10801,25,2491647,26,2502448,26,2110763,4,-152810,25,451966,28,299156,16,73991,2,6143,5,5018,362,105620,30,13444,8,59797
683,NT other,NT,393,187,393,23181205,341,4790579,297,308037,14,11900,321,4816710,15,58844,372,22656846,57,173715,5,68742,8,143956,44,255569,8,94019,0,0,4,138535,176,82492,16,15312,34,93709,34,40155,393,24095387,106,191613,38,33438,246,63256,36,71801,224,251150,6,2531,16,41815,4,1566,122,63000,181,65275,345,903442,26,435432,38,792866,0,0,11,114429,3,480,6,88264,0,0,4,56569,9,69840,9,17425,11,220817,16,546289,9,5878,9,5782,8,806,58,1144112,56,663928,25,80973,58,744421,18,130125,40,-475335,58,-345210,22,5623,2,16662,1,25000,10,92997,3,38126,25,3114554,22,2363954,22,2063085,3,1279,29,473942,24,261525,8,74169,2,10526,3,1849,195,59066,12,5773,11,21145
684,4000,QLD,12131,5280,12053,748863321,8474,187718947,6588,8937676,284,442269,7927,192522552,619,2785029,10577,588052389,1264,9809696,186,2505822,272,3911670,536,3156248,120,1111933,83,1536605,69,2345970,6298,11051352,677,582604,1622,25680396,1616,10993010,12084,780670618,1580,4355960,1174,2094773,3635,919339,644,1799557,5178,6084566,229,176395,272,1236343,255,1956790,2641,1874988,3676,3615002,7886,30281076,755,24574630,1325,9782471,34,-248937,1131,47588539,507,4795977,135,2504691,12,2470927,93,1104756,465,16676297,383,6037656,704,44833067,759,29681400,577,5919395,480,1105600,461,948541,1555,43468295,1270,23620514,795,3727457,1559,24351822,563,5878301,1008,-14109799,1571,-8231498,569,720906,95,1619334,160,3760356,553,2156103,49,1769817,783,363659028,831,365550346,678,320980694,58,-1989405,813,44996739,868,43039663,469,14633546,103,351028,150,117013,4787,1544443,331,137194,329,1068425
685,4005,QLD,11592,7996,11535,1032669716,10065,288601512,9067,14401680,315,491827,9580,296513199,1072,4814820,9487,730431960,1700,12798030,224,3430842,289,6223914,648,3506012,234,2415908,112,2531668,111,4469434,7598,17643368,1016,1046443,2600,58029959,2584,24872533,11551,1080327850,2699,8196632,1703,3213939,4062,1115562,781,2603275,6095,8583216,339,228077,370,2333496,406,2950594,4092,3215416,5177,3213554,9491,46346829,1020,26787466,1772,13187191,48,-4025081,1973,113808977,997,16021286,175,3121147,20,377462,175,2462011,803,20192228,685,6467560,1225,52358100,1253,48139453,1010,11848076,874,6714098,796,2236343,2259,62578996,1819,33776018,1169,4536290,2276,32695966,852,10629828,1432,-19059106,2284,-8429278,936,1268353,168,1587224,312,7287792,919,3292225,56,1708831,963,132792366,1016,134513692,971,75622125,73,-1181868,1012,58764149,1076,57572245,652,20632639,150,636344,241,241175,4894,1472995,472,190586,347,1448097
686,4006,QLD,9055,5064,8995,694206465,7572,186192665,6568,9496200,212,254821,7213,187107046,756,3188412,7820,554377500,1289,8614550,146,1592288,221,2234758,637,3728700,115,1095918,78,1958793,55,1963579,5189,8436415,557,828931,1410,23614907,1404,10108548,9016,726965973,1971,5797364,1349,1965605,3789,1018020,687,1738777,4834,5993758,220,121903,212,1010979,219,1140940,2750,2921066,3634,5757147,7223,31347135,695,13599524,1310,8565875,27,-529905,1078,54347745,495,8894126,144,2913302,11,209285,106,1132675,413,19078869,363,7603438,591,43419253,693,28029679,459,3003970,412,1254443,368,6009754,1321,32744820,1112,19420937,687,2746726,1331,18081529,425,3919727,910,-11424099,1335,-7504372,574,475822,106,285651,110,2309930,552,1533254,38,1104075,638,60402827,678,61649040,631,35453430,50,21964,657,24914026,708,25062703,411,7748341,92,379375,119,108512,4258,1293415,260,106720,276,478223
687,4007,QLD,8068,5880,8011,805086680,6872,239585678,6184,11270403,165,273299,6473,246555268,454,1972685,6171,479491091,1213,14622372,134,1700913,189,5524701,395,2099554,215,2253136,88,2382542,94,3636622,5147,16777730,945,2466129,2179,51493123,2173,22064532,8030,853414980,1890,6522087,985,2200080,2832,783970,406,1063207,3818,5579203,238,159069,280,3088599,377,2607515,2673,11254070,3820,2932970,6561,45835033,552,13497617,1171,10849456,54,-1218456,1866,131637310,951,16949070,122,3722860,19,936465,108,1358026,674,41258940,577,15416653,1016,101435052,1086,51747946,750,4535868,701,1933188,617,1152095,1580,55556458,1247,29130786,845,4474402,1593,28598722,571,10970240,1029,-17617692,1600,-6647452,734,2197350,151,1534749,262,6279633,638,3310029,58,14747213,661,211907371,712,226654584,683,168306871,75,-597863,685,59229545,748,58631682,401,22534164,120,576635,199,157825,3266,1014879,413,165256,244,879752
688,4008,QLD,236,124,236,16187414,207,3829526,158,192443,7,9802,189,3958541,7,25289,211,13293723,44,206682,4,49277,7,16298,21,140599,13,125345,0,0,1,1165,109,140717,18,13940,37,288500,37,123635,236,16670228,56,175523,23,47660,147,37317,5,5297,134,109447,4,256,2,4439,3,24352,73,12155,128,31689,207,482814,28,460129,32,165505,0,0,22,2068451,9,538887,4,23098,0,0,1,35196,7,20076,6,3970,14,82566,16,118820,6,1032,6,-2624,4,98,34,777386,29,465241,19,43587,35,365714,16,142138,19,-239294,35,-97156,7,332,0,0,0,0,16,34679,1,88570,17,559944,18,648514,17,421207,1,-14396,17,203805,18,189409,6,16449,0,0,3,955,119,33671,16,7569,8,5661
689,4009,QLD,122,55,122,10725962,95,3232005,74,146911,1,2797,86,3337197,4,18450,111,5125072,14,95323,1,14354,1,6577,2,6006,3,35546,1,744,3,49478,52,237839,5,28870,20,1712459,20,733904,122,11446454,21,119703,13,14362,58,16728,2,10068,60,47921,3,7143,0,0,3,3874,22,406787,46,13979,94,720492,7,111021,10,196028,0,0,13,3309164,2,37352,0,0,0,0,3,24320,4,1679,4,443,7,18335,8,618159,5,5513,3,501,3,327,17,505674,12,219994,6,11625,17,268858,8,87917,9,-82720,17,5197,6,127,1,93,2,70000,3,2764,0,0,3,135449,3,135449,3,118663,0,0,4,17131,4,17131,1,2491,1,548,0,0,57,17674,11,4709,3,4590
690,4010,QLD,1799,1098,1785,114328046,1546,26019730,1368,1584711,39,66433,1455,26674721,141,611914,1481,95701878,297,1327635,42,442762,64,509169,121,676427,59,610827,15,92308,21,629844,1051,1730469,165,182999,356,4037916,355,1729760,1796,119547810,484,1397970,268,491839,782,193997,130,243222,962,1108163,42,21132,42,52240,50,402789,654,317792,802,310002,1501,5074283,112,2202443,281,1985325,6,-18743,261,4654731,134,406244,31,925588,1,660,18,101119,117,1281221,93,336306,173,2959223,179,4512275,129,1120368,115,92316,112,361339,310,7556657,246,4061435,163,453569,311,3564816,142,1358147,173,-1881310,315,-523163,132,138242,23,185159,16,234127,121,293989,4,32175,146,14789969,149,14822144,145,11665304,5,26153,148,3049810,152,3075963,89,831796,22,46459,35,22399,882,270836,83,33950,72,155780
691,4011,QLD,10037,7178,9962,857170562,8516,236951215,7642,12111260,144,161374,8012,242526971,554,2350033,7866,580477314,1563,11593054,175,3156544,237,5798440,521,2782607,332,3374575,112,2167048,144,3989987,6307,14567699,1156,2981393,2652,39992386,2649,17137356,10000,902707963,2350,7766232,1208,2307795,3642,938302,481,1075921,4957,6265330,268,104846,330,1255070,443,2320641,3585,7914254,4704,3023079,8205,42132931,647,13957339,1543,12160151,43,-1433159,2017,102866795,1065,12202396,146,2859377,19,845468,133,1724526,788,38961498,659,15081936,1161,86120305,1291,51687066,891,7292641,808,2210021,745,2295830,1789,44890400,1472,24731170,973,3047942,1806,25399045,655,7097914,1155,-15385671,1810,-8287757,784,1847099,163,633341,267,5909684,836,3175876,47,1537329,843,124953721,890,126495370,865,72245199,63,-530976,880,55268576,938,54739093,524,19376903,173,526090,229,194102,4413,1345915,530,210745,294,1324260
692,4012,QLD,12999,8470,12955,845171802,11156,193686106,10133,11787913,174,264153,10578,199764113,726,2941104,10994,702108055,2223,9895977,254,3559224,355,5436125,739,3911672,488,4706508,112,1495246,198,5480171,7816,10546527,1103,3589118,2667,24674911,2651,10561924,12964,879927193,3238,8889314,1701,3046949,6112,1517689,708,1360266,7369,7638812,292,115661,300,700514,377,1404140,4919,1994592,6113,2062104,10990,34192576,904,15871332,2186,13285145,31,9538,1620,53705659,901,9178806,171,3180920,12,81736,142,1667237,718,8646122,610,2344047,1060,20288787,1186,25633398,876,4450946,777,923029,772,985672,2079,39499316,1793,23992665,1100,2782142,2097,20719851,636,5127192,1465,-13136506,2101,-8009314,743,1143600,167,507873,165,2862531,1002,2570957,38,925031,950,86992019,983,87984639,924,62391763,46,-32073,982,24534100,1022,24533774,570,5812576,202,513348,291,191284,6353,1904374,650,268776,446,1310608
693,4013,QLD,2953,1742,2938,179625491,2543,38695327,2309,2498386,41,51438,2424,39950969,174,631541,2535,158600279,500,1981024,54,640219,63,901597,209,1124161,99,943097,35,346823,28,757570,1685,2007646,194,105684,514,2674251,513,1146098,2941,186753943,752,1930264,371,495931,1522,380306,137,285365,1678,1659774,68,35499,64,130751,64,191052,1124,396788,1393,412171,2505,6790392,200,3702383,459,2628178,6,-103990,348,7180428,195,999515,43,1342659,7,33073,33,260435,135,1338027,120,312219,195,3583240,251,5500779,189,435289,173,185312,167,79649,453,8251470,396,5441474,244,579645,457,4098639,132,1157806,326,-3026094,458,-1868288,135,169389,33,99159,26,345548,227,526943,10,140288,238,17802422,248,17945513,236,12324924,14,-56703,247,5416394,259,5359691,143,995027,48,97531,59,62935,1551,464830,167,73133,81,325712
694,4014,QLD,7073,4172,7032,394682894,5948,80721817,5338,5413377,98,115896,5568,82703745,284,1154290,5989,345999910,1263,4499843,154,2074929,191,2397061,448,2314467,336,3238305,66,719040,103,2479108,3901,4676169,553,314689,1310,6046625,1307,2585578,7046,411169899,1810,4314218,859,1466696,3750,936212,290,585667,4140,4006009,157,47660,127,238091,131,455066,2761,888031,3432,952610,5979,15739250,454,7494853,1116,6424872,10,39707,768,16370503,394,1612768,76,1502167,2,28816,83,687316,297,3845097,226,1092969,429,9713357,561,9608836,376,2032311,338,344067,358,568890,1129,21220060,988,12845109,634,1636603,1136,10187186,336,2672017,802,-6120855,1138,-3448838,296,431821,67,108107,68,1012041,470,818109,19,225030,500,32139900,517,32392030,499,22542585,23,-57972,509,9185685,530,9123928,267,1620501,101,215609,168,131727,3624,1106659,417,176109,259,870376
695,4017,QLD,20932,11809,20836,1141964722,17465,230532311,15629,15642846,306,360211,16269,235560314,683,2487941,17452,997096337,3928,12768086,415,6491174,560,7604022,1332,7156269,1060,10488394,236,2510582,379,9891869,11677,13886231,1610,609750,3968,13648727,3955,5846710,20856,1189394853,5214,13724274,2257,3596027,11178,2708911,944,1614150,11483,11208354,480,185587,412,806934,410,1437650,8040,2643894,9918,2547953,17540,46055711,1560,27493703,3488,20262918,44,366785,2285,42456628,1180,3804415,286,4687997,23,231427,265,2298530,965,14727200,735,4088861,1368,33368548,1802,36640937,1242,5822470,1094,1426592,1038,1432103,3200,53694595,2754,33292656,1663,3769609,3231,28111129,980,6667976,2260,-18146775,3240,-11478799,860,1140647,244,710792,200,3054055,1212,2463244,51,1640088,1492,92883367,1540,94524580,1490,64582384,72,370519,1529,29798317,1597,30169961,864,5597588,342,736632,539,389170,10991,3366245,1348,576211,752,2940861
696,4018,QLD,6005,3096,5978,304620469,5061,57342959,4431,4056490,69,83399,4718,58273118,237,803274,5123,276827229,1128,2898922,133,1226410,146,1333699,424,2374585,329,3369204,61,638351,112,2521583,3369,3278554,352,108176,881,2399973,874,1027141,5988,316288807,1484,3346717,683,1018868,3348,845687,312,518112,3290,3112452,124,61460,107,77244,72,202518,2331,648730,2782,553935,5043,11379387,469,8156878,888,4364119,9,-499791,476,7091397,254,510764,62,807285,5,11067,72,462852,186,1529141,142,327772,283,4248737,367,5887553,300,1640958,257,127599,249,449084,683,10638795,598,6542049,388,997310,686,5439029,196,1306676,494,-3646269,690,-2339593,223,260844,62,99439,28,436327,318,554863,9,231318,379,18770718,388,19002036,371,12330504,14,55626,396,6323973,409,6379599,218,992866,99,220116,122,71453,3338,1005594,354,144201,199,855313
697,4019,QLD,10494,4703,10445,523656438,8663,99491238,7494,6990878,165,206786,7862,101162733,270,939845,8550,447478444,2067,6938409,203,2040972,305,3499236,1034,5980372,731,7453149,116,1088989,201,4686730,5429,6545012,746,327518,1701,8147883,1700,3498760,10471,550177505,2952,7947016,1251,2496048,6046,1667983,430,662269,5780,6171542,284,121019,182,502503,171,564327,3983,1198251,5336,1561681,8775,25703125,721,12565764,1371,7628642,21,-227658,1027,23825825,481,2132995,137,2541405,8,534102,138,1186231,446,4585591,322,1054093,621,12529913,798,19706675,556,2534276,453,589814,459,567784,1637,27657727,1336,15505932,767,1707631,1648,14586088,590,4096972,1061,-8238896,1651,-4141924,486,685789,98,319806,89,1461596,603,1235484,21,556859,787,55872663,806,56427600,800,39233765,24,-537606,801,16946276,823,16408670,434,3170710,164,346537,220,129496,5906,1850933,786,331262,374,1182996
698,4020,QLD,12233,6510,12142,662236236,9865,139511051,8533,8922846,187,224909,8931,140250972,269,968353,9265,519812719,2176,9695934,236,3832688,327,4966972,1010,5759757,882,8911624,173,2787033,308,7936219,6827,13616356,1119,734650,2594,22624170,2589,9692139,12187,696750073,3024,8478873,1270,2468278,6149,1639137,480,726420,6005,6673068,397,152108,251,1001279,260,1103767,4228,1690236,6007,1898041,9901,31232838,816,14111993,1751,12738484,52,-210659,1693,41586601,754,4679065,158,3237813,9,125379,168,2657979,646,10672488,469,2458700,952,25885746,1215,38628988,847,7494741,669,2109082,629,1411494,2228,42801273,1769,22821720,1033,2567537,2228,21543238,865,7342175,1375,-11473397,2240,-4131222,709,1207169,119,983036,175,3107619,621,2065471,35,879384,875,85217111,909,86104312,898,70221987,44,-272515,905,14994873,946,14673293,452,3162814,297,802802,274,202686,6200,1978537,999,431576,447,2229359
699,4021,QLD,4863,1950,4840,220317264,3990,38373512,3407,2897979,47,52910,3626,39116933,95,318504,4011,193756524,1022,2338726,99,1131852,145,846994,471,2664195,341,3750772,37,282041,79,1876518,2397,2467641,307,110819,719,2458119,715,1054264,4844,230459859,1304,3343019,502,802787,2972,830833,180,262331,2634,2371975,112,32765,65,68513,53,95429,1727,421140,2400,580859,4052,9958793,271,4728418,597,2943872,14,160926,443,7589934,199,551388,72,1058629,2,10775,50,403975,153,985234,112,152376,222,2663047,295,5958213,222,1127168,171,284403,168,119880,548,8208748,481,4764400,232,499146,556,4019950,176,1299698,382,-2374446,558,-1074748,216,248388,32,12424,44,663448,209,458478,7,120683,320,23903287,327,24023970,323,17973764,10,-24941,323,5854809,332,5829868,161,902005,60,115699,103,70906,2880,919662,412,183617,169,270917
700,4022,QLD,3272,1321,3256,145532733,2669,24944233,2256,1891294,35,39159,2415,25433486,73,252637,2678,130420998,674,1874150,61,527728,72,429927,285,1442264,253,2557979,23,187613,78,1422990,1635,1645653,213,56410,475,1054656,474,451907,3260,152848604,959,2530171,388,753015,1988,555977,110,198790,1771,1783622,67,19261,37,61348,45,100189,1231,389444,1602,385977,2713,7177096,209,3571177,365,1990359,4,-186737,307,4751262,116,119332,36,505751,4,99349,35,270463,84,890284,60,188174,136,2078679,179,3725527,160,526498,118,213699,121,43310,310,4513644,258,2745652,139,399311,311,2224759,98,595277,214,-1451355,312,-856078,130,186872,16,47250,15,123757,143,250344,7,230586,192,13745376,199,13975962,190,10537827,8,62964,200,3254892,208,3317856,94,573724,42,86543,68,63475,1919,605854,190,84678,94,202718
701,4025,QLD,110,44,110,4412979,87,778105,69,57524,0,0,81,673861,2,4824,85,3773129,12,60930,1,50970,2,32227,6,25839,5,63735,0,0,2,60649,56,51678,2,95,15,39884,15,17086,110,4580329,10,32724,11,13031,61,17449,4,2195,57,64485,3,927,0,0,0,0,23,7388,29,11124,90,167350,2,80763,7,78846,0,0,12,48361,5,3275,0,0,0,0,6,53771,5,10307,2,245,6,21506,4,15487,7,294542,6,9595,6,104226,13,356278,12,181687,13,30406,13,203252,4,17461,9,-76528,13,-59067,3,160,1,810,2,6323,6,11704,0,0,14,1208145,14,1208145,14,904757,0,0,14,53808,14,53808,6,41959,2,6064,0,0,74,22889,6,2536,2,10076
702,4029,QLD,123,37,123,14599111,115,4206849,110,195880,55,117416,111,4487158,1,6214,113,13534191,20,80799,2,15934,6,78774,4,20650,2,11532,1,1,2,10645,35,89684,4,6083,8,366801,8,157199,123,14890764,12,36758,9,47580,94,10434,3,6322,35,109356,1,1040,0,0,0,0,19,4677,42,29425,114,291653,73,2655993,14,91546,0,0,4,132925,1,863,1,12543,1,1418,0,0,1,53454,1,17105,2,112002,5,73631,2,6014,1,530,1,80,14,351724,12,205923,12,31416,14,177873,4,29551,10,-93039,14,-63488,13,46156,1,1621,0,0,7,42446,1,53663,3,591567,4,645230,4,395153,1,-220884,3,470961,4,250077,3,178102,0,0,1,340,22,6782,2,1000,8,13174
703,4030,QLD,9646,6152,9594,645548473,8142,152255441,7325,8974244,160,176378,7736,156668528,679,2807824,8204,534390785,1580,8047177,179,2841431,236,4084023,710,3881018,243,2508327,89,925639,107,3075745,5747,7761246,837,658347,2007,11555024,1996,4949560,9614,674725005,2252,6268652,1260,1893058,4099,1035876,547,1267868,5272,6241478,225,122288,256,685512,293,1902020,3538,1570478,4165,1868135,7934,27300849,849,14907650,1609,9944848,25,-285908,1338,48056311,726,5921417,118,1965070,16,421917,115,3802482,520,7621079,434,2101608,754,20620189,945,20555122,697,2281648,620,861722,586,887278,1649,37627044,1401,21542214,862,2657543,1668,19932559,538,5496283,1139,-12001555,1677,-6505272,542,1053349,109,367990,140,2319852,765,2058926,47,994369,781,70953965,824,71948334,771,44363365,55,-40940,811,24074258,859,24033318,487,7582482,112,277599,203,153405,4601,1403591,388,161363,294,1280562
704,4031,QLD,7770,5273,7730,500469319,6697,111956781,6093,6973316,117,148133,6350,115888459,466,1851735,6623,429204218,1383,5605378,145,2532762,183,2017716,477,2617485,240,2426693,61,716100,98,2726805,4654,6273749,660,382507,1656,7877714,1651,3375722,7743,522539468,2056,5687810,1045,1477122,3573,866366,439,989656,4417,5052881,191,83874,218,580814,225,1193471,3103,1550953,3554,1161404,6580,21626952,667,11501016,1414,8302361,12,-22037,1099,28508778,577,2932524,104,2036063,3,91775,104,945824,425,7215389,357,2238773,637,16623492,745,18862793,551,1577135,502,338566,482,382949,1299,26391532,1148,15459613,654,1949658,1305,13166689,403,3896226,907,-8080654,1310,-4184428,425,521725,114,113556,91,1523067,626,1373642,17,394076,606,44191411,624,44607758,589,28162228,23,91088,615,15759422,636,15868049,371,3622685,109,247779,166,106038,3725,1111260,328,139097,240,762734
