,"Taxation statistics 2016–17 Individuals: Selected items, by taxable status, state/territory1 and postcode, 2016–17 income year2",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152
1809,Non Taxable,VIC,3216,8885,8645,104759775,2191,2336158.62,19,24696.18,1,1942.48,0,0,0,0,5,18260.02,4441,49328325,3908,4673641.9,754,980636,22,61189,34,32890,1178,8687316,1454,16271635,61,472899,133,1788928,4983,5709992,1173,396321,2792,7025414,2789,3006323,8690,109791716,423,617733,140,65678,1191,246261,77,132714,1262,621821,1850,1684207,55,28297,88,48751,154,224604,1141,525633,1736,452972,3431,4208684,68,1374997,18,310907,135,904689,71,-126249,1169,5097570,545,440361.77,98,680813,5,169799,121,1428229,509,1585349,0,0,679,5247921,560,17358008,628,2539247,510,837967,486,437709.98,699,10189943,439,4227698,274,806679,693,5312800,414,2429404,285,-2586638,702,-157234,67,208776,80,160707,41,894850,76,328823,38,1039685,725,51185926,757,52225611,702,47916541,46,-845980,737,3645323,774,2799343,0,0,44,59242.86,15,680.41,1151,296835.16,4483,3383,2720473,339,126812.55,166,41213.18
1810,Non Taxable,VIC,3217,900,867,10797457,215,138827.43,2,1507.92,0,0,0,0,0,0,0,0,574,6495335,518,604868,98,65546,2,7870,2,758,133,946689,107,1102867,3,3133,3,44885,471,477150,59,17775,132,296782,132,126760,869,11399918,59,91136,12,8443,182,36022,6,9721,172,77478,256,222800,8,2232,6,15329,6,5498,100,29899,161,34613,379,462013,12,221370,10,189479,20,84126,23,62594,90,408950,24,39835.71,9,64492,2,81593,21,112934,33,217722,0,0,42,914878,38,913119,22,143957,13,72322,14,14590.82,67,922614,56,423979,34,72413,68,419274,27,178157,41,-171209,68,6948,6,16906,1,7896,5,115120,11,36344,12,1048200,99,3288429,111,4336629,105,3562109,13,-176380,100,762774,113,586394,0,0,0,0,3,108.43,139,34018.83,439,327,213583,34,9599.57,19,2918.59
1811,Non Taxable,VIC,3218,1734,1696,20147343,424,466883.28,2,5238.92,0,0,0,0,0,0,2,2124.93,987,10564684,859,1017822.8,174,296872,13,44739,18,25037,295,2242212,223,2564980,10,98535,18,220214,921,858456,170,55893,425,918881,425,393958,1700,21209988,90,114186,28,36208,248,57668,17,50991,279,140275,401,399328,9,1919,19,70199,18,27475,212,156532,356,106006,702,938662,23,390946,7,150002,24,79186,4,4822,187,1062347,81,78639.62,29,225312,2,120550,32,354516,76,312739,0,0,102,837006,98,933858,91,183011,85,82132,74,100693.18,168,2848481,105,1346043,62,202004,170,1423902,83,644053,87,-767521,170,-123468,8,53163,6,2875,8,110030,19,66954,8,95782,189,8713657,196,8809439,181,8123377,10,-85701,196,494245,205,408544,0,0,9,11010.19,3,699.36,234,61138.11,822,609,462493,58,24583.69,33,9270.35
1812,Non Taxable,VIC,3219,2593,2525,33078006,755,679244.13,2,2276.2,0,0,0,0,0,0,2,5148.53,1412,15397000,1248,1401591,258,288023,16,50097,12,23257,534,4193646,483,5968192,22,232019,34,472010,1271,1233589,228,49832,606,1185826,605,506157,2533,34424483,164,297035,34,21068,515,104024,22,18893,444,223102,683,664122,16,3594,31,43624,23,26921,356,120674,562,121992,1066,1178071,21,461025,11,178543,42,163154,6,7495,278,1356414,127,84125.02,32,173795,3,27786,39,444120,116,218813,0,0,142,1118840,106,1649594,139,298471,121,208761,106,30164.15,172,2234854,100,801359,56,74505,170,1079637,101,624519,71,-345166,173,279353,17,81666,28,66690,9,155392,21,38715,13,251396,226,7716114,239,7967510,223,6588274,13,-71456,229,1267675,242,1196219,0,0,12,9627.87,8,271.36,377,99772.06,1001,792,553196,73,23057.25,23,4329.27
1813,Non Taxable,VIC,3220,2593,2517,29455998,657,569806.22,5,4143.48,0,0,0,0,0,0,0,0,1239,12630738,1027,1227912,220,398295,8,47912,10,15885,317,2433856,315,3165605,20,252165,34,465392,1503,2108562,336,148093,816,2286389,815,977269,2529,32077297,79,86316,37,31366,304,62885,16,32826,339,232371,505,445764,20,10808,37,66071,50,80784,363,441416,543,259347,1043,1800059,30,606405,13,179781,53,633868,14,43059,412,3135074,184,279378.68,29,198157,2,36710,29,342544,167,690991,0,0,216,3240095,191,5550527,170,527746,137,209302,135,49822.07,345,6044171,183,1915828,121,361251,339,2933385,217,1697035,128,-863328,346,833707,30,98302,17,62212,17,427730,27,63845,15,312274,223,10858615,237,11170889,219,10104036,15,-168967,228,1004203,242,835236,0,0,12,10551.94,13,565.27,377,101289.67,1539,1099,928547,117,41761.74,94,30928.25
1814,Non Taxable,VIC,3221,523,502,6070543,141,242219.05,0,0,0,0,0,0,0,0,0,0,215,2738077,182,312470.95,43,172030,2,4190,4,3457,44,312557,85,1029096,11,123262,8,77500,323,513948,96,22952,180,361580,180,154867,511,6674599,15,35028,8,6410,65,15554,4,5382,78,34946,102,97320,4,1315,4,723,11,18678,63,24000,110,41339,201,336163,8,142126,1,21656,14,159562,33,-126787,143,763754,60,218214.08,5,49258,6,47578,9,58948,53,211399,0,0,67,608702,53,4234757,57,54802,50,35900,45,3843.02,83,1025268,42,368184,28,76266,78,400033,52,315195,30,-134410,83,180785,10,34157,5,1254,6,147576,1,2496,23,761584,48,2384246,68,3145830,70,3314303,26,-972304,50,359369,73,-612935,0,0,2,9356.06,0,0,82,22565.7,334,280,233047,20,7096.61,13,5157.42
1815,Non Taxable,VIC,3222,2373,2300,28298716,608,717409.01,7,10861.98,0,0,0,0,0,0,1,8649.76,1066,11650382,937,1119570,205,306774,9,36588,9,13825,273,1918655,455,5070908,32,237592,45,777604,1358,1919104,315,99081,771,1659274,771,710136,2319,29964633,112,169992,25,14360,311,66523,23,51606,285,141024,452,443505,10,1441,28,21284,41,38321,294,101964,487,145664,905,1167013,25,543527,3,62272,46,162012,43,-267893,356,1949781,153,184738.83,27,231846,5,117163,42,775956,130,641371,0,0,176,3122755,168,3230797,176,977407,135,355612,138,171542.04,185,2504077,106,882616,62,136339,184,1216104,113,664790,73,-395772,186,269018,25,67693,20,39422,17,334421,22,74689,18,324320,221,9408297,234,9732617,225,8890814,20,-428841,228,796013,242,367172,0,0,27,34778.41,4,75.61,293,76557.49,1229,1002,821727,101,40349.86,45,7280.11
1816,Non Taxable,VIC,3223,1368,1342,16449233,375,400500.16,2,684.74,0,0,0,0,0,0,0,0,492,5214266,410,495822,101,192425,7,27836,2,8961,175,1357605,308,3417017,17,93556,26,365285,804,1444634,210,84536,533,1140729,534,484186,1345,17501256,66,102549,15,7839,158,33683,7,22011,167,58833,244,224915,12,5285,19,50134,24,31965,204,72705,339,110018,573,842733,17,359836,5,112252,32,193112,16,64425,241,1418492,98,77596.19,9,75296,4,46226,26,202255,105,470597,0,0,142,1037785,99,1673676,120,239866,94,77097,89,9298.06,142,1840310,71,520463,55,116630,141,888317,94,636230,48,-321330,143,314900,13,22590,21,57679,12,310894,13,34572,11,510552,134,4476660,144,4987212,135,4407196,12,-232276,140,649969,150,417693,0,0,10,11027.41,2,44.36,166,47164.81,706,628,530929,57,18435.68,22,4353.4
1817,Non Taxable,VIC,3224,2014,1971,24234902,546,464356.16,2,846,0,0,0,0,0,0,1,4054.98,935,10807707,817,973802,172,248203,7,12139,14,39338,276,2095302,385,4346804,13,115454,41,653716,1087,1081435,263,84945,683,1459876,683,625639,1980,25546439,122,223509,21,29611,330,77447,25,33093,291,152876,432,516536,21,17844,29,8592,23,18745,273,92576,423,141083,819,936686,12,243022,7,138828,29,195424,17,-146529,269,1207397,112,60425.57,20,172504,0,0,25,351958,124,411059,0,0,156,1571056,93,2072997,140,288685,107,89681,98,10785.09,155,1962945,102,577745,70,158074,155,889551,91,557041,68,-219466,159,337575,28,255710,13,3022,5,98470,19,28786,10,354990,190,28614372,199,28969362,186,27992758,10,-25759,189,858356,198,832597,0,0,15,20482.95,5,138.07,293,77471.75,966,757,587565,61,25749.49,29,8459.74
1818,Non Taxable,VIC,3225,981,953,11883250,272,286563.32,1,725.3,0,0,0,0,0,0,0,0,315,3233099,249,284301,51,161514,2,5845,2,2227,74,529511,213,2091602,4,36738,33,438004,625,1173019,212,204957,468,1394173,467,594337,961,13148012,38,61494,9,6571,63,13376,7,22200,90,54099,124,157740,2,452,14,7541,42,79783,163,333951,259,99104,413,966244,5,119694,0,0,20,231777,8,-24357,207,1228218,103,157925.74,8,56808,1,20052,15,613084,98,427294,0,0,124,1107884,103,1944817,97,291857,76,82703,75,14920.28,107,1771815,53,479593,44,99175,104,803483,81,613737,24,-224173,107,389564,10,46715,9,16843,11,265765,7,20718,7,115499,77,3565646,84,3681145,82,3039385,8,-33052,82,76643,90,43591,0,0,9,15457.14,4,57.87,128,34981.92,635,553,507874,37,15608.65,26,5768.97
1819,Non Taxable,VIC,3226,2402,2349,29237121,623,752438.35,5,13671.79,0,0,0,0,0,0,2,7150.7,1081,12100784,941,1185793,206,280826,6,12736,4,10334,224,1534061,405,4270132,24,256727,35,505420,1490,1944652,354,108588,884,2210726,882,953438,2362,31537766,111,174672,25,14891,273,53720,30,64720,345,161227,483,469230,19,4917,31,78870,46,96461,396,169821,585,189194,1052,1906285,28,664535,12,171523,56,338109,13,15599,383,2074681,149,133117.45,33,338847,0,0,47,573392,166,647636,0,0,212,1503304,198,4065590,180,1162908,139,135301,134,292220.48,284,3850937,159,1221270,101,216488,285,1814604,180,1095403,107,-496828,287,598575,27,95340,21,60121,36,828877,33,57403,10,405183,278,7660853,287,8050652,266,5902777,11,-30965,286,1693399,297,1662434,0,0,17,18411.8,13,268.16,345,94976.96,1396,1145,917839,89,34711.61,50,13126.53
1820,Non Taxable,VIC,3227,834,805,9703434,208,261135.62,2,5517.36,0,0,0,0,0,0,0,0,346,3704665,284,316979,59,263776,1,17906,0,0,74,525609,107,1138644,14,102883,10,72461,483,949103,139,48684,286,904192,286,386788,817,11498259,33,67032,7,1681,71,16727,3,1500,103,60092,138,147032,8,5046,8,12364,22,78712,119,64047,188,88085,341,509593,8,249707,5,36774,21,254225,13,-252259,173,2134305,82,148253.34,7,72268,1,148,21,361228,77,475408,0,0,104,2829292,97,1491126,75,271083,69,234180,60,106014.12,89,1574273,61,794284,31,88341,89,721873,43,318430,49,-348655,92,-30225,14,46287,7,19970,5,74859,13,39223,9,217796,103,4099783,111,4317579,101,3949767,9,-18670,103,165197,111,146527,0,0,5,3943.66,1,62.69,111,28608.75,543,452,404913,33,7983.45,36,14052.89
1821,Non Taxable,VIC,3228,3098,2994,34960877,720,702483.36,5,10587.86,2,2737.87,0,0,0,0,1,1856.43,1415,14964380,1214,1331843,217,504363,8,13419,14,25634,277,2013071,483,4971597,31,210288,51,680127,1924,2465184,441,127649,1032,2453171,1032,1047613,3023,37238039,138,201630,28,31725,333,75288,27,90104,424,216933,569,615680,16,3726,30,58195,64,98636,388,175627,665,264173,1184,1645522,44,923781,6,115022,47,274755,26,11641,466,2331868,183,156237.65,26,133348,3,72882,72,936639,196,593514,0,0,289,2055321,261,7965769,226,1273447,182,778699,170,194600.72,361,5195888,217,1874699,132,366399,357,2594206,202,1268542,163,-907958,365,360584,36,106332,25,64986,18,274630,44,149554,17,462030,370,31507826,386,31969856,354,29794514,19,-37760,378,1596725,396,1558965,0,0,13,16510.25,11,309.1,410,110863.71,1796,1478,1187117,113,32837.44,98,26552.18
1822,Non Taxable,VIC,3230,558,543,6470038,141,163217.75,1,1.9,0,0,0,0,0,0,1,2279.52,227,2500023,191,229132.5,49,262799,1,9178,1,1209,50,316231,99,879846,4,11916,9,164266,351,498570,102,29273,227,697727,226,291336,548,6853395,29,37753,9,5792,54,10548,2,711,58,39892,88,94696,2,484,10,706,14,25661,100,38657,159,65819,238,324481,7,184987,2,20841,12,99705,1,499,93,338524,41,33772.31,2,5199,0,0,3,45349,40,87291,0,0,56,219453,60,746834,39,86192,34,26203,32,6338.63,74,1211324,44,320714,24,41356,73,642217,49,383403,25,-176366,74,207037,8,4507,4,4756,6,76064,8,22394,5,554183,51,3028102,56,3582285,51,3339720,5,735,52,248339,57,249074,0,0,4,3991.48,4,63.53,73,21394.03,322,278,244519,21,11062.76,11,2919.09
1823,Non Taxable,VIC,3231,261,255,3224488,66,105338.89,1,2748.64,1,2061.48,0,0,0,0,1,4936.08,93,964327,76,93910,15,56261,3,12548,0,0,24,199872,46,470300,9,56786,7,28505,180,220053,55,30568,105,317337,105,136104,259,3625430,13,22891,2,1823,20,4520,2,435,23,13208,32,42877,1,162,8,929,13,44661,51,28307,88,45127,123,319443,1,15294,0,0,4,67252,0,0,64,215893,19,9631.89,2,10688,1,52337,4,85993,26,241440,0,0,40,611331,33,1273643,27,234132,20,12682,23,45086.07,29,519365,16,253819,11,20592,31,212965,19,139692,12,-107703,31,31989,5,17055,0,0,5,132550,4,23784,0,0,46,1158772,46,1158772,44,875701,1,-52337,45,254278,46,201941,0,0,4,3069.85,3,92.65,39,9624.15,167,139,120074,16,8888.8,6,2581.16
1824,Non Taxable,VIC,3232,248,242,2587701,52,98333.98,0,0,0,0,0,0,0,0,1,5995.07,104,962667,91,117289,10,25240,0,0,0,0,14,93837,30,238275,1,12504,4,54316,155,298953,51,14341,96,279027,96,119441,244,2855661,12,17236,3,244,32,4597,0,0,28,15656,45,37733,5,2184,7,3022,4,4574,47,18690,70,36834,119,164634,2,42305,0,0,4,99672,1,-3965,47,133875,20,14904.76,1,5375,1,201971,6,101473,16,38721,0,0,23,131660,30,474435,22,237249,19,8610,17,70645.77,40,789971,22,220384,12,57885,40,418764,28,238618,12,-145680,40,92938,2,2004,2,12003,0,0,7,61465,3,44001,36,1528731,37,1572732,34,1143454,4,-246789,37,184805,39,-61984,0,0,0,0,0,0,29,7069.35,166,150,137018,13,4634.2,5,1169.11
1825,Non Taxable,VIC,3233,480,463,5988060,143,129099.47,1,894.6,0,0,0,0,0,0,0,0,206,2290781,174,219044.8,22,145480,1,1941,1,8641,55,449788,83,831511,10,62791,6,62856,298,526619,58,19181,140,402097,140,171057,469,6648908,19,21781,4,1471,64,14509,3,3386,45,19112,79,60259,3,54,12,3362,9,17738,74,67736,152,61794,216,251218,0,0,1,4369,4,32225,14,-55299,102,625083,37,31819.76,7,45522,1,4772,8,52720,29,114471,0,0,46,759401,41,1840275,39,92436,35,78083,33,14159.22,53,1078557,27,223363,16,55530,50,466278,40,410099,13,-76713,53,333386,3,20006,7,26877,1,19000,5,21275,9,130051,81,2698555,88,2828606,86,2486131,11,-100898,81,411822,90,310924,0,0,3,1195.23,3,134.97,75,22602.31,222,199,169066,21,8867.24,8,556.94
1826,Non Taxable,VIC,3234,26,26,318683,6,2291.85,0,0,0,0,0,0,0,0,0,0,11,125742,10,17022,1,124,0,0,0,0,6,44723,2,20113,0,0,0,0,17,32821,3,83,6,22939,6,9831,26,359979,1,3300,0,0,5,1139,0,0,2,1527,6,5966,1,387,0,0,2,395,3,2511,4,2037,12,41296,0,0,0,0,0,0,5,-11806,5,5315,3,181.06,0,0,0,0,0,0,1,13,0,0,3,12968,5,126382,1,233,1,219,2,923.14,3,75908,2,3826,1,5147,3,40423,3,26512,0,0,3,26512,0,0,0,0,1,30000,0,0,0,0,7,123474,7,123474,4,44424,0,0,7,79050,7,79050,0,0,0,0,0,0,4,1013.48,11,10,8137,1,287.08,0,0
1827,Non Taxable,VIC,3235,89,82,965435,26,17544.55,1,469.2,0,0,0,0,0,0,0,0,39,403848,31,28475,5,1916,0,0,0,0,12,117547,10,97307,1,780,0,0,55,91723,8,3704,19,45214,19,19362,87,1069260,2,2059,0,0,7,1424,1,900,5,2592,9,6975,0,0,0,0,1,148,8,1192,16,7325,26,15640,0,0,1,14902,0,0,20,-120546,27,186604,3,94,0,0,2,4724,2,82179,1,403,0,0,1,806,6,109607,3,61443,0,0,1,2017.13,10,119257,6,19463,3,2725,9,56625,5,48084,5,-7640,10,40444,1,2,3,11716,0,0,0,0,1,86509,15,1390151,16,1476660,14,1384746,2,10182,16,21326,17,31508,0,0,0,0,0,0,13,4138.49,46,42,32600,2,1557.81,3,78.7
1828,Non Taxable,VIC,3236,51,50,699496,21,18773.52,0,0,0,0,0,0,0,0,0,0,16,211214,12,24506,4,18776,0,0,0,0,12,94868,10,110921,1,28706,0,0,24,58175,7,3018,12,28071,12,11557,51,732296,2,6600,0,0,8,1630,1,1750,7,3430,10,13410,0,0,0,0,0,0,8,3634,12,2341,18,19385,0,0,1,17666,0,0,6,36590,17,2267,7,7026.93,1,17423,0,0,3,29792,5,17837,0,0,6,22580,6,74032,5,3878,5,3878,5,400.61,6,47712,2,18233,2,3534,6,19102,3,14739,3,-7896,6,6843,1,5200,0,0,0,0,0,0,1,18482,9,94512,10,112994,10,74643,2,12575,9,24976,11,37551,0,0,1,2009.8,0,0,12,3242.22,12,12,10771,0,0,3,92.68
1829,Non Taxable,VIC,3237,73,70,711927,16,20009.06,0,0,0,0,0,0,0,0,0,0,26,293319,20,21824,5,884,0,0,1,7,15,134288,6,74554,0,0,0,0,46,87729,9,3711,15,15745,15,6745,72,756045,3,5072,0,0,8,1539,0,0,5,1351,8,7962,1,374,1,60,1,15,2,586,7,3434,18,35880,0,0,0,0,0,0,14,-13120,16,4128,0,0,0,0,0,0,0,0,3,20262,0,0,4,62043,1,33819,1,89,1,89,1,25.05,14,141159,6,39263,1,63,13,56723,12,71125,2,-26015,14,45110,0,0,1,1530,1,18722,1,4727,4,164988,11,264821,14,429809,14,376916,5,-94672,11,116056,14,21384,0,0,0,0,1,44.35,11,2843,30,25,17483,2,5.69,1,3.26
1830,Non Taxable,VIC,3238,66,63,366576,11,10169.46,0,0,0,0,0,0,0,0,0,0,26,373269,19,34610,4,49587,0,0,0,0,7,63101,7,75331,0,0,0,0,37,111142,9,752,18,23435,18,10037,66,487686,3,6292,1,542,9,2082,1,9030,6,2157,11,20103,0,0,2,40174,0,0,7,9142,10,3045,23,84575,1,31174,0,0,1,16,11,7589,19,-168072,1,357.26,0,0,0,0,4,14860,0,0,0,0,3,144133,5,288702,2,61118,2,10012,1,3239.46,5,94934,4,43562,4,2514,5,80680,2,3322,3,-35144,5,-31822,0,0,1,3500,0,0,0,0,4,697288,12,277690,16,974978,16,1069400,4,-172675,13,58350,17,-114325,0,0,0,0,0,0,8,2754.42,25,23,20420,2,2099.44,0,0
1831,Non Taxable,VIC,3239,77,68,366466,18,11077.85,0,0,0,0,0,0,0,0,0,0,36,481146,31,52576,6,18584,2,10912,1,480,13,105857,9,85308,0,0,1,19285,36,61454,9,1452,14,10673,14,4516,73,455347,6,14622,1,2827,12,3303,0,0,9,2958,18,23710,1,54,0,0,1,1545,6,1925,6,1042,24,56262,0,0,1,21513,0,0,21,-399571,18,2491,5,5369.03,0,0,0,0,4,66746,3,1862,0,0,3,23771,4,35805,4,20795,2,609,1,28,6,29404,5,26927,2,425,6,25289,2,5026,4,-28263,6,-23237,0,0,0,0,1,20500,3,7486,6,159386,6,262644,11,422030,12,433964,6,-30018,7,16622,12,-13396,0,0,0,0,0,0,11,2831,30,23,16363,2,2249.66,1,33.16
1832,Non Taxable,VIC,3240,362,352,3752598,78,92288.22,0,0,0,0,0,0,0,0,0,0,166,1875524,141,170413,29,57531,1,1794,0,0,30,171253,48,534332,6,51063,1,23747,218,253312,62,30685,112,259233,112,111233,354,3966473,14,14576,4,2508,45,8840,1,1809,49,19769,69,47502,3,130,4,456,5,16659,38,32734,61,37072,131,161103,4,84034,1,7682,6,33795,35,-317770,67,288406,24,14150.57,4,136576,3,35702,3,26344,13,50506,0,0,22,738794,36,445745,26,49514,24,12063,23,3834.75,41,590574,25,225577,10,31062,39,307897,25,142893,16,-116855,41,26038,6,4816,5,19342,1,7000,7,19550,17,1085856,44,2960018,58,4045874,57,3937145,18,-220993,44,325550,59,104557,0,0,3,4130.6,1,12.71,46,14008.32,225,184,149114,8,2645.58,12,1113.74
1833,Non Taxable,VIC,3241,457,443,5068680,131,130082.93,0,0,0,0,0,0,0,0,0,0,178,2007714,141,205794,44,122946,2,14921,3,6274,59,446248,97,1119079,5,31417,3,41881,249,398059,77,11103,157,210376,157,90709,453,5580464,21,30569,8,3478,62,11598,3,4641,57,24149,82,74435,3,1496,8,18690,3,1702,53,19855,90,29017,169,191881,4,86998,1,16049,6,34333,60,-184725,87,840195,33,78494.98,6,56290,3,298318,10,47310,32,194345,0,0,37,1597584,20,150927,31,97256,26,43540,22,1400.44,38,517021,21,170580,17,32610,35,232155,22,138109,16,-56433,38,81676,4,14278,4,12226,4,28500,7,17989,25,741897,50,2236758,73,2978655,71,3193440,29,-794448,51,308054,76,-486394,0,0,2,1829.58,2,90.95,63,16093.98,214,180,134799,20,9117.41,10,1882.63
1834,Non Taxable,VIC,3242,208,193,2160690,56,108375.2,2,3968.58,0,0,0,0,0,0,1,1394.61,80,968022,69,109474,22,59599,0,0,0,0,19,111189,31,334223,4,50383,2,59883,117,203215,33,34531,52,129079,52,55301,201,2387625,5,5151,0,0,23,4341,0,0,22,9445,35,18937,1,39,2,15,0,0,20,4829,37,15549,72,56775,3,68170,0,0,1,35000,36,-405308,50,242334,13,4425.37,1,10670,2,7240,6,29563,5,3789,0,0,8,23375,18,109838,6,216438,5,208919,5,94811.36,21,228129,9,50429,8,8251,20,84606,13,105958,10,-21115,23,84843,2,529,2,4000,1,14000,1,3406,16,1401298,33,776409,45,2177707,44,1966516,17,-130903,32,264167,45,133264,0,0,1,594.11,1,24.07,34,8765.49,118,103,81263,5,2627.73,5,536.81
1835,Non Taxable,VIC,3243,73,60,658665,17,15135.06,0,0,0,0,0,0,0,0,0,0,23,261956,20,24213,1,168,0,0,1,1914,4,44551,9,137171,1,5115,0,0,37,60762,11,4186,23,27396,23,11735,71,877967,0,0,1,40,6,773,0,0,4,950,7,1763,0,0,1,43,0,0,9,2981,9,2997,18,7834,1,31176,1,9513,1,827,29,44757,23,235875,3,192.49,0,0,0,0,1,19588,0,0,0,0,2,71,7,30804,3,37,3,37,3,8.21,4,79091,2,7322,2,8521,4,24649,3,38906,1,-307,4,38599,2,1784,0,0,0,0,1,50,5,115036,7,251144,11,366180,11,376474,6,-79632,7,64005,11,-15627,0,0,0,0,0,0,6,645.73,46,44,38649,1,537.25,1,476.43
1836,Non Taxable,VIC,3249,726,676,5081466,162,130114.51,0,0,0,0,0,0,0,0,0,0,282,3402471,244,354382,57,81411,0,0,8,2514,90,724927,118,1284877,6,52062,6,82657,432,653338,125,16904,209,372891,209,157774,714,6537830,29,45201,10,6760,116,28392,8,6167,88,42837,148,129357,0,0,23,16023,9,8984,94,145273,118,39557,276,437739,9,158695,2,49102,14,177889,169,-2073089,212,1087796,70,48207.55,5,23853,10,336301,7,36737,41,188525,0,0,48,972728,54,815467,39,43400,32,22934,29,1193.09,75,927625,41,507926,21,34056,67,324708,44,251526,29,-190591,75,60935,12,37769,5,3456,3,54380,13,43093,50,9632426,53,2505788,93,12138214,92,12292780,51,-930973,53,589905,94,-341068,0,0,3,3963.56,5,163.3,79,21920.68,345,303,247256,13,6468.16,13,3582.39
1837,Non Taxable,VIC,3250,1736,1681,20326578,475,530016.03,5,9014.86,2,5055.66,0,0,0,0,0,0,911,10281026,788,963289.4,168,150467,5,11161,17,18208,253,2004042,316,3746043,12,85192,18,197036,899,1253320,271,59687,541,900204,541,395446,1704,21555110,111,118500,12,12086,394,98028,22,27092,310,138050,498,393756,9,773,21,5936,14,21877,243,100374,354,105696,744,786002,29,617661,6,80598,23,116755,60,-128438,205,1263740,77,66140.65,7,61102,3,3268,26,233387,69,196038,0,0,90,850222,97,1085725,74,402496,61,38141,64,147168.06,130,1460486,71,445839,39,79424,128,806729,74,407159,57,-278665,131,128494,11,9478,3,123,9,116637,19,38011,15,1479020,155,7772725,168,9251745,167,9025778,18,-382774,158,431022,174,48248,0,0,3,2405.94,8,175.89,237,58341.24,595,493,400439,37,8208.5,12,2061.26
1838,Non Taxable,VIC,3251,111,107,1195600,34,22875.64,0,0,0,0,0,0,0,0,0,0,53,619825,49,74761,15,24346,1,7363,2,553,21,132133,19,201478,0,0,1,3652,72,91007,20,1878,26,41835,26,17922,109,1260307,2,693,1,17,23,5611,0,0,19,15057,29,21378,2,274,1,1461,1,329,11,827,17,2971,36,27240,2,26911,0,0,2,396,27,56429,19,-6213,6,8277.98,1,6500,1,862,1,140,6,5062,0,0,6,11759,4,43625,5,15014,4,14664,3,318.94,11,93419,6,18680,1,1556,11,52769,6,28839,5,-8425,11,20414,2,1979,0,0,0,0,0,0,10,1162437,8,320571,17,1483008,18,1439129,11,-37021,8,56320,18,19299,0,0,0,0,0,0,18,4674.05,51,44,40475,5,3577.77,3,19.4
